Rank,NA_Sales,EU_Sales,JP_Sales,Other_Sales
7728,0,0.17,0,0.03
7729,0.18,0,0,0.01
7730,0.06,0.03,0.08,0.02
7731,0.04,0.12,0,0.03
7732,0.1,0.07,0,0.02
7733,0.07,0.05,0.05,0.02
7734,0.1,0.07,0,0.02
7735,0.14,0.05,0,0
7736,0.16,0,0.02,0.01
7737,0.02,0.13,0,0.04
7738,0.18,0,0,0.01
7739,0.18,0,0,0.01
7740,0.05,0.12,0,0.03
7741,0.15,0.04,0,0.01
7742,0.1,0.07,0,0.02
7743,0.14,0.05,0,0
7744,0.07,0.06,0.04,0.02
7745,0.15,0.03,0,0.02
7746,0.06,0.11,0,0.02
7747,0,0,0.18,0.01
7748,0.11,0.06,0.01,0.02
7749,0.07,0.08,0,0.04
7750,0.08,0.09,0,0.02
7751,0.1,0.07,0,0.03
7752,0.13,0.04,0,0.02
7753,0.1,0.07,0,0.02
7754,0.13,0,0.06,0.01
7755,0.18,0,0,0.01
7756,0,0,0.19,0
7757,0.07,0.03,0.08,0.01
7758,0.18,0,0,0.01
7759,0,0,0.19,0
7760,0.14,0.05,0,0
7761,0.17,0.01,0,0.01
7762,0,0,0.19,0
7763,0,0.17,0,0.02
7764,0.15,0.04,0,0.01
7765,0,0,0.19,0
7766,0.16,0.02,0,0.02
7767,0.14,0.05,0,0
7768,0,0,0.19,0
7769,0,0,0.18,0.01
7770,0.05,0.13,0,0.01
7771,0,0,0.19,0
7772,0.1,0.04,0.04,0.01
7773,0.05,0.09,0.02,0.03
7774,0.14,0.04,0,0.01
7775,0.09,0.07,0,0.02
7776,0.1,0.06,0,0.03
7777,0.14,0.04,0,0.01
7778,0.18,0,0,0.01
7779,0.11,0.07,0,0.02
7780,0.11,0.02,0.05,0.01
7781,0.16,0.01,0,0.02
7782,0.17,0.01,0,0.01
7783,0.13,0.03,0,0.03
7784,0,0,0.19,0
7785,0.01,0.16,0,0.02
7786,0,0,0.19,0
7787,0.07,0.11,0,0.01
7788,0.06,0.11,0,0.02
7789,0,0,0.19,0
7790,0.17,0.01,0,0.01
7791,0.09,0.07,0,0.02
7792,0,0,0.19,0
7793,0.12,0.03,0.01,0.03
7794,0.16,0.02,0,0.02
7795,0.18,0,0,0.01
7796,0,0,0.19,0
7797,0.11,0.07,0,0.01
7798,0.13,0,0.04,0.02
7799,0.11,0.07,0,0.01
7800,0,0.15,0,0.04
7801,0.15,0.02,0.02,0.01
7802,0.1,0.06,0.01,0.03
7803,0.15,0.04,0,0.01
7804,0.09,0.09,0,0.02
7805,0.18,0,0,0.01
7806,0.05,0.1,0,0.03
7807,0.15,0.02,0,0.02
7808,0.18,0,0,0.01
7809,0.16,0.02,0,0.01
7810,0.17,0.01,0,0.01
7811,0.09,0.07,0,0.02
7812,0.09,0.07,0,0.02
7813,0.14,0.04,0,0.01
7814,0,0,0.19,0
7815,0.18,0,0,0.01
7816,0.14,0.03,0,0.01
7817,0.09,0.07,0,0.02
7818,0,0,0.19,0
7819,0.17,0.01,0,0.01
7820,0.09,0.07,0,0.02
7821,0.18,0,0,0.01
7822,0.16,0.02,0,0.01
7823,0.09,0.07,0,0.02
7824,0.14,0.05,0,0
7825,0,0,0.19,0
7826,0,0,0.19,0
7827,0.09,0.07,0,0.02
7828,0.04,0.13,0,0.03
7829,0.11,0.07,0,0.01
7830,0,0,0.18,0.01
7831,0,0,0.19,0
7832,0.09,0.07,0.02,0.02
7833,0.08,0.07,0,0.04
7834,0.1,0.07,0,0.02
7835,0.06,0.02,0.1,0.01
7836,0.15,0.03,0,0.01
7837,0.08,0.09,0,0.02
7838,0.02,0.01,0.16,0
7839,0,0,0.19,0
7840,0.09,0.07,0,0.02
7841,0.09,0.07,0,0.02
7842,0.11,0.07,0,0.01
7843,0.15,0.03,0,0.01
7844,0.09,0.07,0,0.02
7845,0.17,0,0,0.01
7846,0.14,0.03,0,0.02
7847,0,0,0.19,0
7848,0.14,0.05,0,0
7849,0.14,0.04,0,0.01
7850,0,0,0.19,0
7851,0.13,0.05,0,0.02
7852,0.09,0.07,0,0.02
7853,0.05,0.11,0,0.03
7854,0.18,0,0,0.01
7855,0.14,0.05,0,0
7856,0.14,0.04,0,0.01
7857,0.07,0.09,0,0.04
7858,0.15,0.03,0,0.01
7859,0,0,0.19,0
7860,0.08,0.02,0.06,0.03
7861,0.15,0.04,0,0
7862,0.15,0.04,0,0
7863,0.15,0.04,0,0
7864,0,0,0.16,0.03
7865,0,0,0.19,0
7866,0.15,0.04,0,0
7867,0.15,0.04,0,0
7868,0,0,0.19,0
7869,0.18,0,0,0.01
7870,0,0,0.19,0
7871,0.18,0,0,0.01
7872,0.13,0.04,0,0.01
7873,0.15,0.04,0,0.01
7874,0.11,0.06,0,0.02
7875,0.11,0.07,0,0.02
7876,0.09,0.07,0,0.02
7877,0.14,0.05,0,0
7878,0,0,0.19,0
7879,0.11,0.07,0,0.01
7880,0.1,0.06,0.01,0.02
7881,0.18,0,0,0.01
7882,0,0,0.19,0
7883,0.06,0.05,0.07,0.02
7884,0.18,0,0,0.01
7885,0.09,0.07,0,0.02
7886,0.14,0.05,0,0
7887,0.09,0.07,0,0.02
7888,0.04,0.01,0.12,0.01
7889,0.12,0,0.06,0.01
7890,0,0,0.19,0
7891,0.1,0.06,0,0.03
7892,0.11,0.05,0,0.03
7893,0.15,0.04,0,0.01
7894,0,0.16,0,0.03
7895,0.11,0.05,0,0.03
7896,0.14,0.03,0,0.01
7897,0.09,0.07,0,0.02
7898,0.09,0.07,0,0.02
7899,0,0,0.19,0
7900,0.09,0.07,0,0.02
7901,0,0,0.19,0
7902,0.09,0.07,0,0.02
7903,0,0.18,0,0.01
7904,0.05,0.12,0,0.02
7905,0.15,0.04,0,0.01
7906,0.18,0.01,0,0
7907,0.18,0,0,0.01
7908,0.18,0,0,0.01
7909,0,0,0.18,0.01
7910,0.18,0,0,0.01
7911,0.1,0.07,0,0.01
7912,0,0,0.19,0
7913,0,0,0.18,0.01
7914,0.14,0.04,0,0.01
7915,0.18,0,0,0.01
7916,0,0,0.19,0
7917,0,0,0.19,0
7918,0.15,0.01,0.02,0.01
7919,0,0,0.19,0
7920,0.11,0,0,0.08
7921,0.11,0.05,0,0.02
7922,0.1,0.07,0,0.01
7923,0.09,0.08,0,0.02
7924,0.17,0.01,0,0.01
7925,0,0.16,0,0.02
7926,0,0,0.19,0
7927,0.1,0.07,0,0.02
7928,0.16,0.01,0,0.01
7929,0,0,0.19,0
7930,0.09,0.07,0,0.02
7931,0,0,0.19,0
7932,0,0.15,0,0.04
7933,0,0,0.19,0
7934,0,0,0.19,0
7935,0,0.16,0,0.02
7936,0.17,0,0,0.01
7937,0,0.17,0,0.02
7938,0,0,0.19,0
7939,0.12,0.05,0,0.02
7940,0,0.16,0,0.03
7941,0.18,0,0,0.01
7942,0,0,0.19,0
7943,0.07,0,0.11,0.01
7944,0.18,0,0,0.01
7945,0.13,0.05,0,0
7946,0.1,0.05,0.03,0.01
7947,0,0,0.19,0
7948,0.14,0.03,0,0.02
7949,0.1,0.07,0,0.01
7950,0.17,0,0,0.01
7951,0.02,0.13,0,0.03
7952,0,0,0.19,0
7953,0,0,0.19,0
7954,0,0,0.19,0
7955,0.13,0.05,0,0
7956,0.1,0.07,0,0.02
7957,0,0,0.19,0
7958,0.13,0.05,0,0
7959,0.1,0.07,0,0.01
7960,0.12,0,0.06,0.01
7961,0.09,0.07,0,0.02
7962,0.18,0,0,0.01
7963,0.09,0.07,0,0.02
7964,0,0,0.19,0
7965,0.09,0.07,0,0.02
7966,0.13,0.05,0,0
7967,0.05,0.11,0,0.02
7968,0.12,0.03,0.03,0.01
7969,0.09,0.07,0,0.02
7970,0.15,0.02,0,0.01
7971,0,0,0.19,0
7972,0,0,0.19,0
7973,0.14,0.04,0,0.01
7974,0.17,0,0,0.02
7975,0,0,0.19,0
7976,0.14,0.04,0,0.01
7977,0.15,0.03,0,0
7978,0,0,0.19,0
7979,0.16,0.03,0,0
7980,0.09,0.07,0.01,0.01
7981,0.17,0,0,0.01
7982,0.17,0,0,0.01
7983,0.09,0.07,0,0.02
7984,0,0,0.19,0
7985,0.1,0.07,0,0.02
7986,0.07,0,0.11,0.01
7987,0.13,0.05,0,0.01
7988,0.14,0.02,0,0.01
7989,0.14,0.04,0,0.01
7990,0.17,0,0,0.01
7991,0.09,0.07,0,0.02
7992,0.14,0.03,0,0.01
7993,0.17,0,0,0.01
7994,0.12,0.04,0,0.03
7995,0.1,0.07,0,0.01
7996,0,0,0.19,0
7997,0.06,0.09,0,0.03
7998,0.04,0.11,0,0.03
7999,0.17,0,0,0.01
8000,0.09,0.07,0,0.02
8001,0.06,0.11,0,0.02
8002,0.1,0.06,0,0.02
8003,0.17,0,0,0.01
8004,0.08,0.09,0,0.02
8005,0.09,0.07,0,0.02
8006,0.13,0.05,0,0
8007,0.13,0.04,0,0.01
8008,0.17,0,0,0.01
8009,0.09,0.07,0,0.02
8010,0.14,0.04,0,0.01
8011,0.04,0.11,0,0.04
8012,0.14,0.04,0,0.01
8013,0.17,0,0,0.02
8014,0.09,0.07,0,0.02
8015,0.08,0.02,0.07,0.02
8016,0.16,0.01,0,0.01
8017,0.1,0.07,0,0.01
8018,0.17,0,0,0.01
8019,0.14,0,0.01,0.03
8020,0.14,0.04,0,0.01
8021,0,0,0.18,0
8022,0.04,0.03,0.11,0.01
8023,0.09,0.07,0,0.02
8024,0.15,0.02,0,0.01
8025,0.14,0.04,0,0.01
8026,0.11,0.02,0.05,0.01
8027,0.06,0.07,0.03,0.02
8028,0,0,0.18,0
8029,0.07,0.1,0,0.01
8030,0,0,0.18,0
8031,0.04,0.03,0.11,0.01
8032,0.11,0.06,0,0.02
8033,0.05,0.11,0,0.02
8034,0.1,0.07,0,0.01
8035,0.01,0.14,0,0.04
8036,0.13,0.05,0,0
8037,0.17,0,0,0.01
8038,0.16,0.01,0,0.02
8039,0,0,0.18,0
8040,0.09,0.07,0,0.02
8041,0.09,0.08,0,0.02
8042,0,0.15,0,0.04
8043,0.08,0.09,0,0.01
8044,0.14,0.04,0,0.01
8045,0.14,0.04,0,0.01
8046,0.15,0,0.02,0.01
8047,0.14,0.04,0,0.01
8048,0.1,0.07,0,0.01
8049,0.12,0.04,0,0.02
8050,0.1,0.07,0,0.02
8051,0,0,0.18,0
8052,0,0,0.18,0
8053,0,0,0.17,0.01
8054,0.09,0.07,0,0.02
8055,0.07,0.09,0,0.02
8056,0.13,0.05,0,0
8057,0,0,0,0.18
8058,0.05,0.1,0,0.03
8059,0.11,0.01,0.05,0.01
8060,0,0,0.18,0
8061,0.09,0.06,0.01,0.02
8062,0.13,0,0,0.05
8063,0,0,0.18,0
8064,0.15,0.02,0,0.01
8065,0.07,0.08,0.01,0.01
8066,0.14,0.04,0,0
8067,0.17,0,0,0.01
8068,0,0.16,0,0.02
8069,0.04,0.01,0.13,0
8070,0.16,0.01,0,0.01
8071,0.13,0.04,0,0.01
8072,0,0.16,0,0.02
8073,0.07,0.06,0.03,0.02
8074,0.05,0.12,0,0.02
8075,0.14,0.04,0,0
8076,0.07,0.03,0.05,0.03
8077,0.11,0.06,0,0.02
8078,0,0,0.18,0
8079,0.13,0.05,0,0
8080,0,0,0.18,0
8081,0.17,0,0,0.01
8082,0.15,0.03,0,0.01
8083,0.09,0,0.07,0.02
8084,0,0,0.18,0
8085,0.1,0.06,0,0.02
8086,0.08,0,0.07,0.03
8087,0,0,0.18,0
8088,0.17,0,0,0.01
8089,0.06,0.03,0.07,0.02
8090,0.14,0.04,0,0.01
8091,0.1,0.07,0,0.01
8092,0.16,0,0,0.01
8093,0.09,0.07,0,0.02
8094,0.09,0.07,0,0.02
8095,0,0,0.17,0.01
8096,0,0.14,0,0.04
8097,0.04,0.12,0,0.02
8098,0.13,0.04,0,0.01
8099,0.13,0.04,0,0.01
8100,0.14,0.04,0,0
8101,0.14,0.04,0,0
8102,0,0,0.18,0
8103,0.09,0,0.07,0.02
8104,0.14,0.04,0,0
8105,0,0,0.18,0
8106,0.12,0.04,0,0.02
8107,0.13,0.04,0,0.01
8108,0.05,0.1,0,0.03
8109,0.15,0.02,0,0.01
8110,0.01,0.15,0,0.02
8111,0.13,0.05,0,0
8112,0.14,0.02,0,0.02
8113,0,0,0.18,0
8114,0.09,0.07,0,0.02
8115,0.13,0.04,0,0.01
8116,0.1,0.06,0,0.02
8117,0.14,0.03,0,0.01
8118,0.07,0.08,0,0.03
8119,0.08,0.08,0,0.02
8120,0,0,0.18,0
8121,0.14,0.04,0,0
8122,0.17,0,0,0.01
8123,0.13,0.04,0,0.01
8124,0,0.16,0,0.02
8125,0.17,0,0,0.01
8126,0,0,0.18,0
8127,0.1,0.07,0,0.02
8128,0.1,0.07,0,0.01
8129,0.05,0.1,0,0.03
8130,0.13,0.05,0,0
8131,0.1,0.06,0,0.02
8132,0.06,0.09,0,0.03
8133,0.13,0.05,0,0
8134,0.09,0.07,0,0.02
8135,0.11,0.04,0.02,0.01
8136,0.04,0.13,0,0.01
8137,0.14,0.04,0,0.01
8138,0.17,0,0,0.01
8139,0.09,0.07,0,0.02
8140,0.06,0.1,0,0.01
8141,0.17,0,0,0.01
8142,0.05,0.02,0.1,0.01
8143,0.08,0.08,0,0.02
8144,0.14,0.04,0,0
8145,0.1,0.03,0.02,0.03
8146,0.06,0.09,0,0.02
8147,0.1,0.07,0,0.01
8148,0,0,0.18,0
8149,0.09,0.07,0,0.02
8150,0.16,0,0,0.01
8151,0.14,0.04,0,0
8152,0.17,0,0,0.01
8153,0.1,0.07,0,0.01
8154,0.09,0.07,0,0.02
8155,0.14,0.02,0.01,0.01
8156,0.1,0.07,0,0.01
8157,0,0,0.18,0
8158,0.09,0.07,0,0.02
8159,0.1,0.07,0,0.01
8160,0.04,0.04,0.08,0.02
8161,0.14,0.04,0,0
8162,0.05,0.04,0.08,0.01
8163,0.09,0.04,0,0.05
8164,0.13,0.05,0,0
8165,0.16,0,0,0.01
8166,0.04,0.03,0.1,0.01
8167,0.14,0.02,0,0.01
8168,0,0,0.18,0
8169,0.13,0,0.04,0.01
8170,0,0,0.18,0
8171,0.13,0.04,0,0.01
8172,0.13,0.05,0,0
8173,0.13,0.05,0,0
8174,0,0,0.18,0
8175,0,0,0.18,0
8176,0,0,0.18,0
8177,0.09,0.07,0,0.02
8178,0.06,0.09,0,0.02
8179,0.09,0.07,0,0.02
8180,0.17,0,0,0.01
8181,0.09,0.07,0,0.02
8182,0.11,0.05,0,0.01
8183,0.12,0.04,0,0.01
8184,0.16,0,0,0.01
8185,0.13,0.05,0,0
8186,0.16,0,0,0.01
8187,0.17,0,0,0.01
8188,0.02,0.13,0,0.03
8189,0.1,0.07,0,0.01
8190,0.1,0.07,0,0.01
8191,0.16,0,0,0.01
8192,0.03,0.13,0,0.01
8193,0.17,0,0,0.01
8194,0.13,0.05,0,0
8195,0.13,0.04,0,0.01
8196,0.13,0.05,0,0
8197,0,0,0.18,0
8198,0,0,0.18,0
8199,0.13,0.04,0,0.01
8200,0.13,0.04,0,0.01
8201,0.16,0,0,0.01
8202,0.12,0.03,0,0.02
8203,0.13,0.04,0,0.01
8204,0.15,0.02,0,0.01
8205,0.14,0.02,0,0.01
8206,0.09,0.07,0,0.02
8207,0.13,0.02,0.01,0.01
8208,0.07,0.02,0.07,0.02
8209,0.09,0.07,0,0.02
8210,0.11,0.04,0,0.02
8211,0,0.16,0,0.02
8212,0.09,0.07,0,0.02
8213,0.16,0,0,0.01
8214,0.09,0.07,0,0.02
8215,0.13,0.02,0,0.02
8216,0,0.08,0.08,0.01
8217,0,0,0.17,0
8218,0.09,0.05,0,0.03
8219,0,0.14,0,0.04
8220,0.07,0.09,0,0.02
8221,0.1,0.07,0,0.01
8222,0.04,0.1,0,0.04
8223,0,0,0.17,0
8224,0.09,0.07,0,0.02
8225,0.13,0.05,0,0
8226,0.07,0.02,0.06,0.03
8227,0.12,0.05,0,0
8228,0.11,0.04,0,0.02
8229,0.09,0.07,0,0.02
8230,0.13,0.03,0,0
8231,0.09,0.07,0,0.02
8232,0.13,0.03,0,0
8233,0.14,0.02,0,0.02
8234,0.1,0.04,0,0.03
8235,0.11,0.05,0,0.02
8236,0.16,0,0,0.01
8237,0.1,0.07,0,0.01
8238,0.09,0.02,0.06,0.01
8239,0.12,0.05,0,0
8240,0,0,0.17,0
8241,0.16,0,0,0.01
8242,0.13,0.03,0,0
8243,0.16,0,0,0.01
8244,0,0,0.17,0
8245,0.08,0.07,0,0.02
8246,0.07,0.07,0.01,0.03
8247,0,0,0.17,0
8248,0.13,0.03,0,0
8249,0.13,0.04,0,0.01
8250,0,0,0.16,0.01
8251,0.08,0.08,0,0.02
8252,0.16,0,0,0.01
8253,0.1,0.07,0,0.01
8254,0.16,0,0,0.01
8255,0.16,0,0,0.01
8256,0,0,0.17,0
8257,0.08,0.07,0,0.02
8258,0.13,0.03,0,0.02
8259,0.16,0,0,0.01
8260,0.16,0,0,0.01
8261,0,0,0.17,0
8262,0.13,0.03,0,0
8263,0.07,0.08,0,0.02
8264,0.15,0.01,0,0.01
8265,0.16,0.01,0,0.01
8266,0.13,0.03,0,0
8267,0.13,0.04,0,0.01
8268,0.08,0.06,0,0.03
8269,0,0,0.17,0
8270,0.08,0.07,0,0.02
8271,0.12,0.05,0,0
8272,0.08,0.07,0,0.02
8273,0.13,0.04,0,0.01
8274,0.08,0.07,0,0.02
8275,0.13,0.03,0,0
8276,0.13,0.03,0,0.01
8277,0.1,0.07,0,0.01
8278,0,0,0.17,0
8279,0,0,0.17,0
8280,0,0,0.17,0
8281,0.16,0,0,0.01
8282,0.06,0.04,0.04,0.03
8283,0,0,0.16,0.01
8284,0,0,0.16,0.01
8285,0.15,0.01,0,0.01
8286,0.13,0.04,0,0.01
8287,0.13,0.04,0,0.01
8288,0.05,0.08,0,0.04
8289,0.08,0.07,0,0.02
8290,0.08,0.07,0,0.02
8291,0.12,0.05,0,0
8292,0.16,0,0,0.01
8293,0.08,0.07,0,0.02
8294,0.08,0.07,0,0.02
8295,0.03,0,0.14,0
8296,0.01,0.12,0,0.03
8297,0.12,0.04,0,0.01
8298,0.08,0.07,0,0.02
8299,0,0,0.16,0.01
8300,0.1,0.04,0,0.02
8301,0.15,0.01,0,0.01
8302,0.06,0.07,0.04,0.01
8303,0,0,0.16,0.01
8304,0.08,0.07,0,0.02
8305,0,0,0.17,0
8306,0,0,0.17,0
8307,0.16,0,0,0.01
8308,0,0,0.17,0
8309,0.13,0.03,0,0
8310,0.12,0.05,0,0
8311,0,0,0.17,0
8312,0.16,0,0,0.01
8313,0.16,0,0,0.01
8314,0.07,0.07,0,0.03
8315,0.16,0,0,0.01
8316,0.13,0.04,0,0.01
8317,0.03,0.12,0,0.01
8318,0.13,0.02,0,0.02
8319,0,0.03,0.14,0
8320,0,0,0.17,0
8321,0.05,0.04,0.07,0.01
8322,0.16,0,0,0.01
8323,0.16,0,0,0.01
8324,0.04,0.12,0,0.02
8325,0.13,0.04,0,0.01
8326,0,0.15,0,0.02
8327,0.16,0,0,0.01
8328,0.13,0.03,0,0.01
8329,0.12,0.05,0,0
8330,0.09,0.07,0,0.02
8331,0.09,0.06,0,0.01
8332,0.12,0.05,0,0
8333,0.16,0,0,0.01
8334,0.16,0,0,0.01
8335,0.14,0.02,0,0.01
8336,0.08,0.07,0,0.02
8337,0.07,0.09,0,0.02
8338,0,0,0.17,0
8339,0.14,0.03,0,0
8340,0.05,0.01,0.11,0
8341,0.12,0.05,0,0
8342,0.13,0.04,0,0.01
8343,0.12,0.05,0,0
8344,0.14,0.01,0,0.01
8345,0.12,0.05,0,0
8346,0.06,0.03,0.06,0.02
8347,0.08,0.06,0,0.02
8348,0,0,0.17,0
8349,0.08,0.06,0,0.02
8350,0,0,0.17,0
8351,0.12,0.04,0,0
8352,0.02,0.12,0,0.03
8353,0,0,0.17,0
8354,0.02,0.02,0.12,0.01
8355,0.16,0,0,0.01
8356,0.1,0.04,0,0.03
8357,0.11,0.04,0,0.01
8358,0.16,0,0,0.01
8359,0,0,0.17,0
8360,0,0,0.16,0
8361,0.16,0,0,0.01
8362,0.05,0.04,0.06,0.01
8363,0.09,0.06,0,0.01
8364,0.1,0.06,0,0.02
8365,0.14,0.01,0,0.01
8366,0.08,0.06,0,0.02
8367,0.12,0.03,0,0.01
8368,0.16,0,0,0.01
8369,0.08,0.06,0,0.02
8370,0.12,0.04,0,0
8371,0.08,0.07,0,0.02
8372,0.11,0.02,0.03,0.01
8373,0,0,0.17,0
8374,0.08,0.06,0,0.02
8375,0.09,0.06,0,0.01
8376,0.04,0.03,0.09,0.01
8377,0.09,0.06,0,0.01
8378,0,0,0.17,0
8379,0,0.12,0.03,0.02
8380,0.13,0.03,0,0
8381,0.15,0,0,0.01
8382,0.11,0.05,0,0.01
8383,0.12,0.04,0,0
8384,0,0,0.17,0
8385,0.13,0.03,0,0
8386,0,0,0.16,0.01
8387,0.08,0.06,0,0.02
8388,0.13,0.04,0,0.01
8389,0.09,0.06,0,0.01
8390,0.09,0.06,0,0.01
8391,0.13,0.03,0,0.01
8392,0.13,0.04,0,0.01
8393,0,0,0.17,0
8394,0.09,0.06,0,0.01
8395,0.15,0.01,0,0.01
8396,0.07,0.06,0.02,0.02
8397,0.08,0.06,0,0.02
8398,0.02,0.02,0.12,0
8399,0.02,0.01,0.12,0.01
8400,0.09,0.06,0,0.01
8401,0.15,0,0,0.01
8402,0,0,0.17,0
8403,0.13,0.03,0,0
8404,0,0.16,0,0.01
8405,0.14,0.01,0,0.02
8406,0,0,0.17,0
8407,0,0,0.17,0
8408,0.08,0.07,0,0.02
8409,0,0,0.16,0.01
8410,0.08,0.06,0,0.02
8411,0.06,0.04,0.05,0.02
8412,0.13,0.02,0,0.02
8413,0.13,0.04,0,0.01
8414,0.1,0.01,0.05,0.01
8415,0.13,0.04,0,0.01
8416,0.05,0.07,0.02,0.02
8417,0,0,0.17,0
8418,0.1,0.02,0.04,0
8419,0,0.13,0,0.04
8420,0.13,0.03,0,0.01
8421,0.12,0.04,0,0
8422,0.12,0.04,0,0
8423,0,0,0.17,0
8424,0.16,0,0,0.01
8425,0.15,0.01,0,0.01
8426,0,0,0.17,0
8427,0.04,0.11,0,0.02
8428,0,0,0.17,0
8429,0,0,0.17,0
8430,0.08,0.07,0,0.01
8431,0.12,0.04,0,0.01
8432,0,0,0.17,0
8433,0.15,0,0,0.02
8434,0.15,0.01,0,0.01
8435,0.11,0.04,0,0.02
8436,0.08,0.06,0,0.02
8437,0.13,0.03,0,0
8438,0.12,0.04,0,0.01
8439,0.12,0.04,0,0
8440,0.11,0.02,0.03,0.01
8441,0.13,0.02,0,0.02
8442,0.08,0.06,0,0.02
8443,0.14,0.01,0,0.01
8444,0,0,0.17,0
8445,0.08,0.07,0,0.02
8446,0,0,0.17,0
8447,0.12,0.04,0,0.01
8448,0,0,0.17,0
8449,0,0,0.17,0
8450,0.07,0,0.08,0.02
8451,0,0,0.17,0
8452,0.01,0,0.15,0
8453,0,0.13,0,0.03
8454,0.11,0.02,0.02,0.01
8455,0.12,0.04,0,0.01
8456,0.04,0.04,0.08,0.01
8457,0.15,0,0,0.01
8458,0.14,0.01,0,0.02
8459,0.15,0.01,0,0
8460,0.15,0.01,0,0
8461,0.15,0.01,0,0
8462,0,0,0.16,0
8463,0.13,0.02,0,0.01
8464,0.05,0.03,0.06,0.02
8465,0.08,0.06,0,0.02
8466,0,0,0.16,0
8467,0.13,0.02,0,0.01
8468,0.13,0,0,0.03
8469,0,0,0.16,0
8470,0.08,0.06,0,0.02
8471,0,0,0.16,0
8472,0.08,0.06,0,0.02
8473,0.16,0,0,0
8474,0.12,0.04,0,0
8475,0.05,0.04,0.06,0.02
8476,0.15,0,0,0.01
8477,0.14,0.01,0,0.01
8478,0.09,0.06,0,0.01
8479,0.08,0.06,0,0.02
8480,0.13,0.02,0,0.02
8481,0.12,0.02,0,0.02
8482,0.07,0.08,0,0.02
8483,0.12,0.03,0,0.01
8484,0.08,0.06,0,0.02
8485,0.11,0.03,0,0.02
8486,0.12,0,0.03,0.01
8487,0.07,0.05,0.03,0.01
8488,0.08,0.06,0,0.02
8489,0.11,0.04,0,0.01
8490,0.06,0.05,0.03,0.02
8491,0.13,0,0.02,0.01
8492,0,0,0.16,0
8493,0.08,0.06,0,0.02
8494,0,0.14,0,0.02
8495,0.13,0.03,0,0
8496,0.11,0,0.04,0.01
8497,0.08,0.06,0,0.02
8498,0,0,0.15,0.01
8499,0.12,0.04,0,0
8500,0.08,0.06,0,0.02
8501,0.02,0.03,0.11,0.01
8502,0.12,0.04,0,0
8503,0.15,0,0,0.01
8504,0.14,0.01,0,0.01
8505,0.06,0.1,0,0
8506,0.11,0.04,0,0.01
8507,0.11,0.04,0,0.01
8508,0.08,0.06,0,0.02
8509,0.07,0.05,0.03,0.01
8510,0.15,0,0,0.01
8511,0.15,0,0,0.01
8512,0,0,0.16,0
8513,0.12,0.04,0,0
8514,0,0,0.16,0
8515,0.09,0.03,0.03,0.01
8516,0.09,0.06,0,0.01
8517,0.13,0.01,0,0.02
8518,0.12,0.04,0,0
8519,0,0,0.15,0.01
8520,0.13,0.03,0,0
8521,0.13,0.03,0,0
8522,0,0,0.16,0
8523,0,0,0.15,0.01
8524,0.09,0.06,0,0.01
8525,0.12,0.03,0,0.01
8526,0.12,0.02,0,0.02
8527,0.08,0.06,0,0.02
8528,0.15,0,0,0.01
8529,0.05,0.1,0,0.01
8530,0.07,0.04,0.03,0.02
8531,0,0,0.16,0
8532,0,0,0.16,0
8533,0.12,0.03,0,0
8534,0.11,0.03,0,0.01
8535,0.15,0,0,0.01
8536,0.13,0.02,0,0.01
8537,0.15,0,0,0.01
8538,0.12,0.03,0,0.01
8539,0.08,0.06,0,0.02
8540,0.08,0.06,0,0.02
8541,0.14,0.01,0,0.01
8542,0.15,0,0,0.01
8543,0,0,0.16,0
8544,0.08,0.06,0,0.02
8545,0.08,0.06,0,0.02
8546,0.12,0.02,0,0.02
8547,0.14,0,0.01,0.01
8548,0.08,0.06,0,0.02
8549,0,0,0.16,0
8550,0.15,0,0,0.01
8551,0.12,0.03,0,0.01
8552,0.08,0.06,0,0.02
8553,0.12,0.03,0,0
8554,0,0,0.16,0
8555,0.09,0.06,0,0.01
8556,0.15,0,0,0.01
8557,0.12,0.03,0,0
8558,0.13,0.02,0,0.01
8559,0.15,0,0,0.01
8560,0,0,0.16,0
8561,0,0,0.16,0
8562,0.08,0.06,0,0.02
8563,0.15,0,0,0.01
8564,0.12,0.04,0,0
8565,0.08,0.06,0,0.02
8566,0,0,0.16,0
8567,0.14,0.01,0,0.01
8568,0.08,0.06,0,0.02
8569,0.14,0,0,0.01
8570,0.12,0.03,0,0
8571,0.15,0,0,0.01
8572,0.11,0.01,0.03,0.01
8573,0,0.14,0,0.02
8574,0.08,0.07,0,0.01
8575,0.15,0,0,0.01
8576,0.15,0,0,0.01
8577,0,0,0.16,0
8578,0.15,0,0,0.01
8579,0,0,0.16,0
8580,0.09,0.05,0,0.02
8581,0.11,0.04,0,0
8582,0,0,0.15,0.01
8583,0.13,0.03,0,0
8584,0.13,0.03,0,0
8585,0.13,0.03,0,0
8586,0,0,0.12,0.04
8587,0.13,0.03,0,0
8588,0.13,0.03,0,0
8589,0.13,0.03,0,0
8590,0.13,0.03,0,0
8591,0.13,0.03,0,0
8592,0.13,0.03,0,0
8593,0.13,0.03,0,0
8594,0,0,0.12,0.04
8595,0.12,0,0.03,0.01
8596,0,0.15,0,0.01
8597,0.05,0.02,0.08,0.01
8598,0,0,0.16,0
8599,0.08,0.03,0.03,0.02
8600,0,0.15,0,0.01
8601,0,0,0.16,0
8602,0.08,0.06,0,0.02
