Game,Team,Opp,W/L,R,RA,D/N,Att,Team,HR Count
38,TBR,BOS,W,5,4,N,36496,TB,1
37,TEX,OAK,W,5,2,N,35625,TEX,1
36,TOR,SEA,W,4,0,N,32865,TOR,1
38,ARI,PIT,L,3,4,N,31673,ARI,3
33,ATL,MIA,W,3,1,N,26692,ATL,0
35,BAL,KCR,L,3,4,N,24662,BAL,3
36,BOS,TBR,W,6,3,D,35447,BOS,1
36,CHC,STL,L,3,5,D,47882,CHC,1
34,CHW,SDP,W,5,4,N,29111,CHW,1
36,CIN,SFG,L,1,3,D,41269,CIN,1
35,CLE,MIN,L,1,4,D,28379,CLE,0
38,COL,LAD,L,0,4,N,43534,COL,0
35,DET,LAA,W,4,3,N,40251,DET,3
36,KCR,BAL,W,4,3,N,24662,KC,1
39,LAA,DET,L,3,4,N,40251,LAA,1
37,LAD,COL,W,4,0,N,43534,LAD,1
35,MIA,ATL,L,1,3,N,26692,MIA,1
37,MIL,NYM,W,11,4,N,33849,MIL,1
33,MIN,CLE,W,4,1,D,28379,MIN,1
35,NYM,MIL,L,4,11,N,33849,NYM,1
36,OAK,TEX,L,5,6,N,37898,OAK,1
33,PHI,WSN,L,4,6,N,31473,PHI,0
37,PIT,ARI,W,4,3,N,31673,PIT,0
38,SDP,CHW,L,4,5,N,29111,SD,3
37,SEA,TOR,L,2,7,D,42346,SEA,0
38,SFG,CIN,W,3,1,D,41269,SF,2
35,STL,CHC,W,5,3,D,47882,STL,1
39,TBR,BOS,L,3,6,D,35447,TB,2
38,TEX,OAK,W,6,5,N,37898,TEX,0
37,TOR,SEA,W,7,2,D,42346,TOR,2
35,WSN,PHI,W,6,4,N,31473,WSH,2
39,ARI,PIT,L,4,6,D,34088,ARI,2
34,ATL,MIA,L,1,3,D,17277,ATL,0
36,BAL,KCR,L,8,9,D,30662,BAL,2
37,BOS,TBR,L,2,11,D,35080,BOS,0
37,CHC,STL,L,0,5,D,47925,CHC,0
35,CHW,SDP,W,9,3,D,22518,CHW,0
37,CIN,SFG,L,3,8,D,42122,CIN,0
36,CLE,MIN,W,8,3,D,23099,CLE,4
39,COL,LAD,W,9,6,D,41051,COL,3
36,DET,LAA,L,1,4,D,36215,DET,0
37,HOU,NYY,L,6,11,D,,HOU,0
38,HOU,NYY,W,10,7,D,47883,HOU,4
37,KCR,BAL,W,9,8,D,30662,KC,3
40,LAA,DET,W,4,1,D,36215,LAA,2
38,LAD,COL,L,6,9,D,41051,LAD,2
36,MIA,ATL,W,3,1,D,17277,MIA,1
38,MIL,NYM,W,11,9,D,30623,MIL,3
34,MIN,CLE,L,3,8,D,23099,MIN,1
36,NYM,MIL,L,9,11,D,30623,NYM,1
34,NYY,HOU,W,11,6,D,,NYY,3
35,NYY,HOU,L,7,10,D,47883,NYY,1
37,OAK,TEX,L,4,6,D,35157,OAK,3
34,PHI,WSN,W,4,3,D,31738,PHI,2
35,PHI,WSN,L,5,6,N,30137,PHI,0
38,PIT,ARI,W,6,4,D,34088,PIT,3
39,SDP,CHW,L,3,9,D,22518,SD,1
38,SEA,TOR,L,2,3,D,42030,SEA,1
39,SFG,CIN,W,8,3,D,42122,SF,1
36,STL,CHC,W,5,0,D,47925,STL,3
40,TBR,BOS,W,11,2,D,35080,TB,1
39,TEX,OAK,W,6,4,D,35157,TEX,0
38,TOR,SEA,W,3,2,D,42030,TOR,2
36,WSN,PHI,L,3,4,D,31738,WSH,2
37,WSN,PHI,W,6,5,N,30137,WSH,1
40,ARI,NYM,W,7,3,N,15988,ARI,4
35,ATL,TOR,W,10,6,N,29766,ATL,1
36,CHW,LAA,L,3,5,N,29445,CHW,1
37,CLE,TBR,W,8,7,N,14613,CLE,2
39,HOU,MIA,W,7,2,N,16448,HOU,2
41,LAA,CHW,W,5,3,N,29445,LAA,3
39,LAD,SFG,L,4,8,N,41397,LAD,0
37,MIA,HOU,L,2,7,N,16448,MIA,1
39,MIL,SDP,L,5,6,N,15866,MIL,2
37,NYM,ARI,L,3,7,N,15988,NYM,1
38,OAK,SEA,L,5,6,N,15431,OAK,2
40,SDP,MIL,W,6,5,N,15866,SD,1
39,SEA,OAK,W,6,5,N,15431,SEA,2
40,SFG,LAD,W,8,4,N,41397,SF,1
41,TBR,CLE,L,7,8,N,14613,TB,2
39,TOR,ATL,L,6,10,N,29766,TOR,1
41,ARI,NYM,W,5,4,N,17471,ARI,1
36,ATL,TOR,W,9,5,D,34431,ATL,2
37,BAL,DET,W,13,11,N,25109,BAL,4
38,BOS,STL,W,6,3,N,41514,BOS,2
38,CHC,CIN,W,9,5,N,40653,CHC,4
37,CHW,LAA,L,6,7,N,36089,CHW,2
38,CIN,CHC,L,5,9,N,40653,CIN,3
38,CLE,TBR,L,4,6,N,18238,CLE,1
40,COL,MIN,W,7,3,N,24295,COL,2
37,DET,BAL,L,11,13,N,25109,DET,3
40,HOU,MIA,W,12,2,N,18056,HOU,2
38,KCR,NYY,L,1,7,N,30878,KC,0
42,LAA,CHW,W,7,6,N,36089,LAA,0
40,LAD,SFG,L,1,2,N,41366,LAD,1
38,MIA,HOU,L,2,12,N,18056,MIA,0
40,MIL,SDP,W,6,2,N,16657,MIL,0
35,MIN,COL,L,3,7,N,24295,MIN,1
38,NYM,ARI,L,4,5,N,17471,NYM,2
36,NYY,KCR,W,7,1,N,30878,NYY,2
39,OAK,SEA,W,9,6,N,13955,OAK,3
36,PHI,TEX,L,1,5,N,23110,PHI,0
39,PIT,WSN,L,4,8,N,16992,PIT,1
41,SDP,MIL,L,2,6,N,16657,SD,1
40,SEA,OAK,L,6,9,N,13955,SEA,2
41,SFG,LAD,W,2,1,N,41366,SF,1
37,STL,BOS,L,3,6,N,41514,STL,0
42,TBR,CLE,W,6,4,N,18238,TB,5
40,TEX,PHI,W,5,1,N,23110,TEX,2
40,TOR,ATL,L,5,9,D,34431,TOR,1
38,WSN,PIT,W,8,4,N,16992,WSH,2
42,ARI,NYM,W,5,4,D,19842,ARI,2
37,ATL,TOR,W,8,4,N,28293,ATL,1
38,BAL,DET,L,4,5,N,29722,BAL,0
39,BOS,STL,W,5,4,N,44365,BOS,1
39,CHC,CIN,W,7,5,N,38715,CHC,0
38,CHW,LAA,L,8,12,N,33234,CHW,1
39,CIN,CHC,L,5,7,N,38715,CIN,1
39,CLE,TBR,L,4,7,D,22104,CLE,1
38,DET,BAL,W,5,4,N,29722,DET,2
41,HOU,MIA,W,3,0,D,24699,HOU,0
39,KCR,NYY,L,7,11,N,22899,KC,2
43,LAA,CHW,W,12,8,N,33234,LAA,1
41,LAD,SFG,W,6,1,D,41588,LAD,0
39,MIA,HOU,L,0,3,D,24699,MIA,0
41,MIL,SDP,W,3,1,N,17356,MIL,0
39,NYM,ARI,L,4,5,D,19842,NYM,2
37,NYY,KCR,W,11,7,N,22899,NYY,1
40,OAK,SEA,L,0,4,N,14117,OAK,0
37,PHI,TEX,L,3,9,N,28703,PHI,1
40,PIT,WSN,W,6,1,N,18803,PIT,1
42,SDP,MIL,L,1,3,N,17356,SD,0
41,SEA,OAK,W,4,0,N,14117,SEA,0
42,SFG,LAD,L,1,6,D,41588,SF,1
38,STL,BOS,L,4,5,N,44365,STL,1
43,TBR,CLE,W,7,4,D,22104,TB,3
41,TEX,PHI,W,9,3,N,28703,TEX,1
41,TOR,ATL,L,4,8,N,28293,TOR,2
39,WSN,PIT,L,1,6,N,18803,WSH,0
38,ATL,TOR,L,0,9,N,25419,ATL,0
39,BAL,DET,L,5,6,D,32455,BAL,3
40,BOS,OAK,L,3,8,N,12016,BOS,1
40,CHC,CIN,W,9,5,D,36023,CHC,2
39,CHW,SEA,L,4,5,N,17757,CHW,3
40,CIN,CHC,L,5,9,D,36023,CIN,0
41,COL,MIN,W,5,1,D,20603,COL,1
42,COL,MIN,L,0,2,N,17140,COL,0
39,DET,BAL,W,6,5,D,32455,DET,2
40,KCR,NYY,W,5,1,N,22803,KC,1
42,LAD,MIA,W,7,2,N,41717,LAD,1
40,MIA,LAD,L,2,7,N,41717,MIA,2
42,MIL,SDP,W,4,2,D,14359,MIL,0
36,MIN,COL,L,1,5,D,20603,MIN,0
37,MIN,COL,W,2,0,N,17140,MIN,0
38,NYY,KCR,L,1,5,N,22803,NYY,0
41,OAK,BOS,W,8,3,N,12016,OAK,3
38,PHI,TEX,L,4,8,D,35007,PHI,2
41,PIT,WSN,W,10,4,D,27728,PIT,2
43,SDP,MIL,L,2,4,D,14359,SD,1
42,SEA,CHW,W,5,4,N,17757,SEA,2
42,TEX,PHI,W,8,4,D,35007,TEX,1
42,TOR,ATL,W,9,0,N,25419,TOR,3
40,WSN,PIT,L,4,10,D,27728,WSH,1
43,ARI,SDP,W,10,1,N,22187,ARI,4
39,ATL,WSN,W,7,4,N,35369,ATL,3
40,BAL,TOR,W,5,3,N,31916,BAL,2
41,BOS,OAK,L,2,3,N,24728,BOS,1
41,CHC,MIL,L,3,6,D,36923,CHC,0
40,CHW,SEA,W,2,1,N,32371,CHW,1
41,CIN,COL,L,6,12,N,23184,CIN,2
40,CLE,HOU,W,5,3,N,36446,CLE,3
43,COL,CIN,W,12,6,N,23184,COL,2
40,DET,TEX,L,3,5,N,33122,DET,0
42,HOU,CLE,L,3,5,N,36446,HOU,2
41,KCR,MIN,L,3,4,N,23553,KC,1
44,LAA,NYM,L,0,3,N,36542,LAA,0
43,LAD,MIA,W,7,2,N,45034,LAD,3
41,MIA,LAD,L,2,7,N,45034,MIA,1
43,MIL,CHC,W,6,3,D,36923,MIL,0
38,MIN,KCR,W,4,3,N,23553,MIN,2
40,NYM,LAA,W,3,0,N,36542,NYM,1
39,NYY,TBR,L,4,5,N,21146,NYY,1
42,OAK,BOS,W,3,2,N,24728,OAK,1
39,PHI,PIT,W,7,2,N,25795,PHI,1
42,PIT,PHI,L,2,7,N,25795,PIT,0
44,SDP,ARI,L,1,10,N,22187,SD,0
43,SEA,CHW,L,1,2,N,32371,SEA,0
43,SFG,STL,W,6,5,N,44548,SF,0
39,STL,SFG,L,5,6,N,44548,STL,1
44,TBR,NYY,W,5,4,N,21146,TB,0
43,TEX,DET,W,5,3,N,33122,TEX,2
43,TOR,BAL,L,3,5,N,31916,TOR,0
41,WSN,ATL,L,4,7,N,35369,WSH,1
44,ARI,SDP,W,9,1,N,29969,ARI,1
40,ATL,WSN,W,5,2,D,37347,ATL,3
41,BAL,TOR,W,7,5,N,45416,BAL,3
42,BOS,OAK,L,3,8,D,20235,BOS,1
41,CHW,SEA,W,16,1,N,33801,CHW,4
42,CIN,COL,W,12,8,D,25188,CIN,3
41,CLE,HOU,W,3,0,D,34698,CLE,1
44,COL,CIN,L,8,12,D,25188,COL,0
41,DET,TEX,W,9,3,N,35166,DET,4
43,HOU,CLE,L,0,3,D,34698,HOU,0
45,LAA,NYM,L,5,7,N,37264,LAA,0
44,LAD,MIA,L,6,10,N,52850,LAD,3
42,MIA,LAD,W,10,6,N,52850,MIA,1
41,NYM,LAA,W,7,5,N,37264,NYM,0
40,NYY,TBR,L,5,9,D,22864,NYY,2
43,OAK,BOS,W,8,3,D,20235,OAK,4
40,PHI,PIT,L,3,6,D,32572,PHI,0
43,PIT,PHI,W,6,3,D,32572,PIT,1
45,SDP,ARI,L,1,9,N,29969,SD,0
44,SEA,CHW,L,1,16,N,33801,SEA,0
44,SFG,STL,W,3,1,N,45072,SF,0
40,STL,SFG,L,1,3,N,45072,STL,0
45,TBR,NYY,W,9,5,D,22864,TB,3
44,TEX,DET,L,3,9,N,35166,TEX,1
44,TOR,BAL,L,5,7,N,45416,TOR,2
42,WSN,ATL,L,2,5,D,37347,WSH,0
45,ARI,SDP,L,1,5,D,27198,ARI,1
41,ATL,WSN,L,2,3,D,32895,ATL,0
42,BAL,TOR,L,1,3,D,36632,BAL,1
43,BOS,OAK,W,12,3,D,20691,BOS,1
42,CHC,MIL,W,13,6,D,41671,CHC,4
42,CHW,SEA,W,8,1,D,36782,CHW,1
43,CIN,COL,L,4,6,D,23352,CIN,2
42,CLE,HOU,W,8,6,D,33476,CLE,1
45,COL,CIN,W,6,4,D,23352,COL,4
42,DET,TEX,L,2,5,N,24080,DET,1
44,HOU,CLE,L,6,8,D,33476,HOU,4
42,KCR,MIN,W,6,4,D,,KC,4
43,KCR,MIN,L,4,8,D,27852,KC,3
46,LAA,NYM,W,12,5,D,39501,LAA,4
45,LAD,MIA,W,6,3,D,44646,LAD,1
43,MIA,LAD,L,3,6,D,44646,MIA,1
44,MIL,CHC,L,6,13,D,41671,MIL,1
39,MIN,KCR,L,4,6,D,,MIN,0
40,MIN,KCR,W,8,4,D,27852,MIN,3
42,NYM,LAA,L,5,12,D,39501,NYM,3
41,NYY,TBR,W,3,2,D,20873,NYY,1
44,OAK,BOS,L,3,12,D,20691,OAK,1
41,PHI,PIT,L,0,1,D,24445,PHI,0
44,PIT,PHI,W,1,0,D,24445,PIT,0
46,SDP,ARI,W,5,1,D,27198,SD,1
45,SEA,CHW,L,1,8,D,36782,SEA,1
45,SFG,STL,L,3,8,D,47533,SF,2
41,STL,SFG,W,8,3,D,47533,STL,1
46,TBR,NYY,L,2,3,D,20873,TB,1
45,TEX,DET,W,5,2,N,24080,TEX,2
45,TOR,BAL,W,3,1,D,36632,TOR,1
43,WSN,ATL,W,3,2,D,32895,WSH,1
46,ARI,CHW,W,5,1,N,18333,ARI,2
42,ATL,PIT,W,5,2,N,21896,ATL,2
43,BAL,MIN,L,7,14,N,12882,BAL,1
43,CHC,SFG,L,4,6,N,36204,CHC,2
43,CHW,ARI,L,1,5,N,18333,CHW,1
44,CIN,CLE,W,5,1,N,26794,CIN,1
43,CLE,CIN,L,1,5,N,26794,CLE,1
46,COL,PHI,W,8,1,N,21251,COL,1
43,DET,HOU,L,0,1,N,22146,DET,0
45,HOU,DET,W,1,0,N,22146,HOU,0
44,KCR,NYY,L,2,4,N,35005,KC,1
47,LAA,TBR,W,3,2,N,12249,LAA,1
41,MIN,BAL,W,14,7,N,12882,MIN,2
42,NYY,KCR,W,4,2,N,35005,NYY,3
42,PHI,COL,L,1,8,N,21251,PHI,0
45,PIT,ATL,L,2,5,N,21896,PIT,0
46,SFG,CHC,W,6,4,N,36204,SF,3
47,TBR,LAA,L,2,3,N,12249,TB,2
47,ARI,CHW,W,5,4,N,17865,ARI,2
43,ATL,PIT,W,6,5,N,25040,ATL,1
44,BAL,MIN,L,0,2,N,13294,BAL,0
44,BOS,TEX,W,11,6,N,34769,BOS,0
44,CHC,SFG,W,4,1,N,32905,CHC,3
44,CHW,ARI,L,4,5,N,17865,CHW,3
45,CIN,CLE,L,7,8,N,26334,CIN,1
44,CLE,CIN,W,8,7,N,26334,CLE,4
47,COL,PHI,W,8,2,N,17109,COL,3
44,DET,HOU,L,2,6,N,23179,DET,1
46,HOU,DET,W,6,2,N,23179,HOU,2
45,KCR,NYY,W,6,2,N,35931,KC,4
48,LAA,TBR,W,4,0,N,9014,LAA,2
46,LAD,STL,W,2,1,N,41248,LAD,1
44,MIA,OAK,W,11,9,N,12835,MIA,1
45,MIL,TOR,L,3,4,N,30742,MIL,0
42,MIN,BAL,W,2,0,N,13294,MIN,1
43,NYM,SDP,W,9,3,N,24337,NYM,2
43,NYY,KCR,L,2,6,N,35931,NYY,2
45,OAK,MIA,L,9,11,N,12835,OAK,3
43,PHI,COL,L,2,8,N,17109,PHI,1
46,PIT,ATL,L,5,6,N,25040,PIT,1
47,SDP,NYM,L,3,9,N,24337,SD,1
46,SEA,WSN,L,1,10,N,29650,SEA,1
47,SFG,CHC,L,1,4,N,32905,SF,0
42,STL,LAD,L,1,2,N,41248,STL,0
48,TBR,LAA,L,0,4,N,9014,TB,0
46,TEX,BOS,L,6,11,N,34769,TEX,1
46,TOR,MIL,W,4,3,N,30742,TOR,1
44,WSN,SEA,W,10,1,N,29650,WSH,4
48,ARI,CHW,W,8,6,D,18002,ARI,1
44,ATL,PIT,L,5,12,N,25981,ATL,0
45,BAL,MIN,L,3,4,D,32267,BAL,3
45,BOS,TEX,W,9,4,N,36089,BOS,0
45,CHC,SFG,W,5,4,N,35617,CHC,2
45,CHW,ARI,L,6,8,D,18002,CHW,2
46,CIN,CLE,W,4,3,N,19426,CIN,1
45,CLE,CIN,L,3,4,N,19426,CLE,1
48,COL,PHI,W,7,2,N,19160,COL,1
45,DET,HOU,W,6,3,N,26481,DET,1
47,HOU,DET,L,3,6,N,26481,HOU,1
46,KCR,NYY,L,0,3,N,34610,KC,0
49,LAA,TBR,L,2,5,N,9975,LAA,1
47,LAD,STL,L,1,6,N,40653,LAD,0
45,MIA,OAK,L,1,4,D,19738,MIA,0
46,MIL,TOR,L,4,8,D,26607,MIL,2
43,MIN,BAL,W,4,3,D,32267,MIN,0
44,NYM,SDP,L,5,6,N,23933,NYM,0
44,NYY,KCR,W,3,0,N,34610,NYY,1
46,OAK,MIA,W,4,1,D,19738,OAK,1
44,PHI,COL,L,2,7,N,19160,PHI,1
47,PIT,ATL,W,12,5,N,25981,PIT,4
48,SDP,NYM,W,6,5,N,23933,SD,1
47,SEA,WSN,L,1,5,N,29223,SEA,0
48,SFG,CHC,L,4,5,N,35617,SF,2
43,STL,LAD,W,6,1,N,40653,STL,1
49,TBR,LAA,W,5,2,N,9975,TB,3
47,TEX,BOS,L,4,9,N,36089,TEX,1
47,TOR,MIL,W,8,4,D,26607,TOR,4
45,WSN,SEA,W,5,1,N,29223,WSH,1
49,ARI,MIL,W,4,0,N,30081,ARI,2
45,ATL,PIT,L,4,9,D,33713,ATL,0
46,BOS,TEX,W,6,2,N,33484,BOS,2
46,CHC,SFG,W,5,1,D,37513,CHC,3
49,COL,PHI,L,1,2,D,18143,COL,1
46,DET,HOU,L,6,7,N,25046,DET,2
48,HOU,DET,W,7,6,N,25046,HOU,4
50,LAA,TBR,L,0,4,D,9459,LAA,0
48,LAD,STL,W,7,3,N,47427,LAD,1
47,MIL,ARI,L,0,4,N,30081,MIL,0
45,NYM,SDP,L,3,4,N,24131,NYM,1
45,PHI,COL,W,2,1,D,18143,PHI,1
48,PIT,ATL,W,9,4,D,33713,PIT,1
49,SDP,NYM,W,4,3,N,24131,SD,0
48,SEA,WSN,W,4,2,D,18881,SEA,1
49,SFG,CHC,L,1,5,D,37513,SF,0
44,STL,LAD,L,3,7,N,47427,STL,0
50,TBR,LAA,W,4,0,D,9459,TB,0
48,TEX,BOS,L,2,6,N,33484,TEX,1
46,WSN,SEA,L,2,4,D,18881,WSH,1
50,ARI,MIL,W,4,2,N,25391,ARI,2
46,ATL,SFG,W,2,0,N,41326,ATL,0
46,BAL,HOU,L,0,2,N,31380,BAL,0
47,BOS,SEA,W,3,0,N,35080,BOS,0
47,CHC,LAD,L,0,4,N,45017,CHC,0
46,CHW,DET,W,8,2,N,17842,CHW,2
47,CIN,PHI,W,5,2,N,21388,CIN,2
46,CLE,KCR,L,4,6,N,29603,CLE,1
50,COL,STL,W,10,0,N,40312,COL,2
47,DET,CHW,L,2,8,N,17842,DET,1
49,HOU,BAL,W,2,0,N,31380,HOU,2
47,KCR,CLE,W,6,4,N,29603,KC,2
51,LAA,MIA,L,5,8,N,18346,LAA,2
49,LAD,CHC,W,4,0,N,45017,LAD,2
46,MIA,LAA,W,8,5,N,18346,MIA,3
48,MIL,ARI,L,2,4,N,25391,MIL,1
44,MIN,TBR,L,2,5,N,20949,MIN,0
46,NYM,PIT,W,8,1,N,29408,NYM,2
45,NYY,OAK,L,1,4,N,39044,NYY,0
47,OAK,NYY,W,4,1,N,39044,OAK,1
46,PHI,CIN,L,2,5,N,21388,PHI,0
49,PIT,NYM,L,1,8,N,29408,PIT,1
50,SDP,WSN,L,1,5,N,28606,SD,1
49,SEA,BOS,L,0,3,N,35080,SEA,0
50,SFG,ATL,L,0,2,N,41326,SF,0
45,STL,COL,L,0,10,N,40312,STL,0
51,TBR,MIN,W,5,2,N,20949,TB,3
49,TEX,TOR,L,6,7,N,40754,TEX,1
48,TOR,TEX,W,7,6,N,40754,TOR,3
47,WSN,SDP,W,5,1,N,28606,WSH,3
51,ARI,MIL,L,1,6,D,29746,ARI,0
47,ATL,SFG,L,3,6,N,41355,ATL,0
47,BAL,HOU,L,2,5,N,32761,BAL,0
48,BOS,SEA,W,6,0,D,36985,BOS,1
48,CHC,LAD,L,0,5,D,48322,CHC,0
47,CHW,DET,W,3,0,D,,CHW,0
48,CHW,DET,L,3,4,D,26327,CHW,0
48,CIN,PHI,L,3,4,D,30100,CIN,1
47,CLE,KCR,L,2,5,D,30920,CLE,1
51,COL,STL,L,0,3,N,48106,COL,0
48,DET,CHW,L,0,3,D,,DET,0
49,DET,CHW,W,4,3,D,26327,DET,2
50,HOU,BAL,W,5,2,N,32761,HOU,1
48,KCR,CLE,W,5,2,D,30920,KC,1
52,LAA,MIA,W,5,2,D,19366,LAA,1
50,LAD,CHC,W,5,0,D,48322,LAD,1
47,MIA,LAA,L,2,5,D,19366,MIA,1
49,MIL,ARI,W,6,1,D,29746,MIL,1
45,MIN,TBR,W,5,3,D,27531,MIN,2
47,NYM,PIT,L,4,5,N,31658,NYM,3
46,NYY,OAK,W,3,2,D,40218,NYY,1
48,OAK,NYY,L,2,3,D,40218,OAK,1
47,PHI,CIN,W,4,3,D,30100,PHI,3
50,PIT,NYM,W,5,4,N,31658,PIT,1
51,SDP,WSN,L,0,3,D,37357,SD,0
50,SEA,BOS,L,0,6,D,36985,SEA,0
51,SFG,ATL,W,6,3,N,41355,SF,2
46,STL,COL,W,3,0,N,48106,STL,1
52,TBR,MIN,L,3,5,D,27531,TB,1
50,TEX,TOR,L,1,3,D,46825,TEX,1
49,TOR,TEX,W,3,1,D,46825,TOR,1
48,WSN,SDP,W,3,0,D,37357,WSH,1
52,ARI,MIL,L,5,9,D,41698,ARI,0
48,ATL,SFG,L,1,7,D,42343,ATL,0
48,BAL,HOU,L,4,8,D,34720,BAL,2
49,BOS,SEA,L,0,5,D,37174,BOS,0
49,CHC,LAD,L,4,9,D,47732,CHC,3
49,CHW,DET,W,7,3,D,27578,CHW,3
49,CIN,PHI,W,8,4,D,25413,CIN,5
48,CLE,KCR,W,10,1,D,23136,CLE,1
52,COL,STL,W,8,4,D,48372,COL,1
50,DET,CHW,L,3,7,D,27578,DET,0
51,HOU,BAL,W,8,4,D,34720,HOU,1
49,KCR,CLE,L,1,10,D,23136,KC,1
53,LAA,MIA,L,2,9,D,20444,LAA,1
51,LAD,CHC,W,9,4,D,47732,LAD,4
48,MIA,LAA,W,9,2,D,20444,MIA,2
50,MIL,ARI,W,9,5,D,41698,MIL,1
46,MIN,TBR,L,6,8,D,28951,MIN,1
48,NYM,PIT,W,7,2,N,21828,NYM,1
47,NYY,OAK,W,9,5,D,45232,NYY,1
49,OAK,NYY,L,5,9,D,45232,OAK,1
48,PHI,CIN,L,4,8,D,25413,PHI,1
51,PIT,NYM,L,2,7,N,21828,PIT,1
52,SDP,WSN,W,5,3,D,30243,SD,1
51,SEA,BOS,W,5,0,D,37174,SEA,2
52,SFG,ATL,W,7,1,D,42343,SF,0
47,STL,COL,L,4,8,D,48372,STL,4
53,TBR,MIN,W,8,6,D,28951,TB,2
51,TEX,TOR,W,3,1,D,46188,TEX,1
50,TOR,TEX,L,1,3,D,46188,TOR,0
49,WSN,SDP,L,3,5,D,30243,WSH,0
53,ARI,PIT,L,3,4,D,16939,ARI,1
49,ATL,LAA,W,6,3,N,38251,ATL,0
49,BAL,NYY,W,3,2,D,40242,BAL,0
50,BOS,CHW,L,4,5,D,27148,BOS,1
50,CHC,SDP,L,2,5,D,41414,CHC,0
50,CHW,BOS,W,5,4,D,27148,CHW,1
50,CIN,TOR,L,2,17,N,29844,CIN,1
49,CLE,OAK,W,5,3,D,20792,CLE,3
53,COL,SEA,L,5,6,D,40298,COL,2
51,DET,KCR,W,10,7,N,28419,DET,1
52,HOU,MIN,W,16,8,D,24472,HOU,3
50,KCR,DET,L,7,10,N,28419,KC,2
54,LAA,ATL,L,3,6,N,38251,LAA,3
52,LAD,STL,W,5,1,D,46241,LAD,3
49,MIA,PHI,W,4,1,N,17032,MIA,1
51,MIL,NYM,L,2,4,D,34830,MIL,1
47,MIN,HOU,L,8,16,D,24472,MIN,2
49,NYM,MIL,W,4,2,D,34830,NYM,0
48,NYY,BAL,L,2,3,D,40242,NYY,1
50,OAK,CLE,L,3,5,D,20792,OAK,3
49,PHI,MIA,L,1,4,N,17032,PHI,0
52,PIT,ARI,W,4,3,D,16939,PIT,1
53,SDP,CHC,W,5,2,D,41414,SD,1
52,SEA,COL,W,6,5,D,40298,SEA,0
53,SFG,WSN,L,0,3,D,41969,SF,0
48,STL,LAD,L,1,5,D,46241,STL,0
54,TBR,TEX,W,10,8,N,35914,TB,2
52,TEX,TBR,L,8,10,N,35914,TEX,2
51,TOR,CIN,W,17,2,N,29844,TOR,3
50,WSN,SFG,W,3,0,D,41969,WSH,1
54,ARI,PIT,W,3,0,N,14996,ARI,0
50,ATL,LAA,L,3,9,N,32028,ATL,2
50,BAL,NYY,L,3,8,N,16126,BAL,0
51,BOS,CHW,W,13,7,N,21852,BOS,6
51,CHC,SDP,L,2,6,N,33232,CHC,1
51,CHW,BOS,L,7,13,N,21852,CHW,2
51,CIN,TOR,L,4,6,N,32747,CIN,3
50,CLE,OAK,W,9,4,N,14184,CLE,2
54,COL,SEA,L,4,10,N,33258,COL,0
52,DET,KCR,L,0,1,N,21864,DET,0
53,HOU,MIN,W,7,2,N,22616,HOU,1
51,KCR,DET,W,1,0,N,21864,KC,0
55,LAA,ATL,W,9,3,N,32028,LAA,1
53,LAD,STL,W,9,4,N,38466,LAD,0
50,MIA,PHI,W,7,2,N,16241,MIA,2
52,MIL,NYM,L,4,5,N,24457,MIL,0
48,MIN,HOU,L,2,7,N,22616,MIN,0
50,NYM,MIL,W,5,4,N,24457,NYM,1
49,NYY,BAL,W,8,3,N,16126,NYY,4
51,OAK,CLE,L,4,9,N,14184,OAK,0
50,PHI,MIA,L,2,7,N,16241,PHI,1
53,PIT,ARI,L,0,3,N,14996,PIT,0
54,SDP,CHC,W,6,2,N,33232,SD,1
53,SEA,COL,W,10,4,N,33258,SEA,2
54,SFG,WSN,L,3,6,N,41266,SF,0
49,STL,LAD,L,4,9,N,38466,STL,1
55,TBR,TEX,L,5,9,N,22942,TB,3
53,TEX,TBR,W,9,5,N,22942,TEX,2
52,TOR,CIN,W,6,4,N,32747,TOR,4
51,WSN,SFG,W,6,3,N,41266,WSH,0
55,ARI,PIT,W,6,5,D,20990,ARI,2
51,ATL,LAA,L,1,2,N,35795,ATL,1
51,BAL,NYY,W,10,4,N,22983,BAL,2
52,BOS,CHW,W,4,1,N,19075,BOS,0
52,CHC,SDP,L,1,2,D,23995,CHC,0
52,CHW,BOS,L,1,4,N,19075,CHW,0
52,CIN,TOR,L,4,5,D,44058,CIN,2
51,CLE,OAK,L,1,3,N,16784,CLE,1
55,COL,SEA,L,0,5,N,16750,COL,0
53,DET,KCR,W,6,5,N,24347,DET,2
54,HOU,MIN,W,17,6,D,25593,HOU,6
52,KCR,DET,L,5,6,N,24347,KC,0
56,LAA,ATL,W,2,1,N,35795,LAA,1
54,LAD,STL,L,1,2,N,40304,LAD,0
51,MIA,PHI,W,10,2,D,15197,MIA,3
53,MIL,NYM,W,7,1,N,26517,MIL,2
49,MIN,HOU,L,6,17,D,25593,MIN,3
51,NYM,MIL,L,1,7,N,26517,NYM,0
50,NYY,BAL,L,4,10,N,22983,NYY,0
52,OAK,CLE,W,3,1,N,16784,OAK,2
51,PHI,MIA,L,2,10,D,15197,PHI,0
54,PIT,ARI,L,5,6,D,20990,PIT,1
55,SDP,CHC,W,2,1,D,23995,SD,1
54,SEA,COL,W,5,0,N,16750,SEA,0
55,SFG,WSN,L,1,3,N,41371,SF,0
