Entity,Code,Year,Avocados | 00000572 || Production | 005510 || tonnes
Venezuela,VEN,1978,39014
Venezuela,VEN,1979,41092
Venezuela,VEN,1980,44595
Venezuela,VEN,1981,46266
Venezuela,VEN,1982,45731
Venezuela,VEN,1983,47034
Venezuela,VEN,1984,43229
Venezuela,VEN,1985,41832
Venezuela,VEN,1986,43171
Venezuela,VEN,1987,42430
Venezuela,VEN,1988,45866
Venezuela,VEN,1989,49031
Venezuela,VEN,1990,50765
Venezuela,VEN,1991,53351
Venezuela,VEN,1992,51648
Venezuela,VEN,1993,51811
Venezuela,VEN,1994,40242
Venezuela,VEN,1995,41449
Venezuela,VEN,1996,36282
Venezuela,VEN,1997,38560
Venezuela,VEN,1998,41661
Venezuela,VEN,1999,41467
Venezuela,VEN,2000,52294
Venezuela,VEN,2001,44465
Venezuela,VEN,2002,49895
Venezuela,VEN,2003,46229
Venezuela,VEN,2004,52428
Venezuela,VEN,2005,63109
Venezuela,VEN,2006,58663
Venezuela,VEN,2007,83304
Venezuela,VEN,2008,71771
Venezuela,VEN,2009,68701
Venezuela,VEN,2010,83618
Venezuela,VEN,2011,107301
Venezuela,VEN,2012,116964
Venezuela,VEN,2013,112670
Venezuela,VEN,2014,121576
Venezuela,VEN,2015,128601
Venezuela,VEN,2016,130635.09
Venezuela,VEN,2017,143229
Venezuela,VEN,2018,118017
Venezuela,VEN,2019,130109
Venezuela,VEN,2020,128694.42
Venezuela,VEN,2021,131530.7
Vietnam,VNM,2017,0
Vietnam,VNM,2018,77874
Vietnam,VNM,2019,110520
Vietnam,VNM,2020,158889
Vietnam,VNM,2021,212977
Western Africa (FAO),,1961,9000
Western Africa (FAO),,1962,9000
Western Africa (FAO),,1963,9000
Western Africa (FAO),,1964,9000
Western Africa (FAO),,1965,8861
Western Africa (FAO),,1966,10064
Western Africa (FAO),,1967,9759
Western Africa (FAO),,1968,10000
Western Africa (FAO),,1969,10000
Western Africa (FAO),,1970,10000
Western Africa (FAO),,1971,10000
Western Africa (FAO),,1972,10000
Western Africa (FAO),,1973,10300
Western Africa (FAO),,1974,10300
Western Africa (FAO),,1975,10300
Western Africa (FAO),,1976,10600
Western Africa (FAO),,1977,10600
Western Africa (FAO),,1978,10600
Western Africa (FAO),,1979,11000
Western Africa (FAO),,1980,11300
Western Africa (FAO),,1981,11300
Western Africa (FAO),,1982,11800
Western Africa (FAO),,1983,11500
Western Africa (FAO),,1984,11800
Western Africa (FAO),,1985,13000
Western Africa (FAO),,1986,13500
Western Africa (FAO),,1987,15500
Western Africa (FAO),,1988,17700
Western Africa (FAO),,1989,20800
Western Africa (FAO),,1990,21518
Western Africa (FAO),,1991,22538.99
Western Africa (FAO),,1992,23530.77
Western Africa (FAO),,1993,24200
Western Africa (FAO),,1994,24566.67
Western Africa (FAO),,1995,25300
Western Africa (FAO),,1996,25902.2
Western Africa (FAO),,1997,26502.6
Western Africa (FAO),,1998,26946.18
Western Africa (FAO),,1999,25773.94
Western Africa (FAO),,2000,26864.32
Western Africa (FAO),,2001,29754.69
Western Africa (FAO),,2002,29720.96
Western Africa (FAO),,2003,28815.86
Western Africa (FAO),,2004,30050.23
Western Africa (FAO),,2005,32500.27
Western Africa (FAO),,2006,33308
Western Africa (FAO),,2007,34715
Western Africa (FAO),,2008,35700
Western Africa (FAO),,2009,36731.53
Western Africa (FAO),,2010,38348.32
Western Africa (FAO),,2011,40213
Western Africa (FAO),,2012,41750
Western Africa (FAO),,2013,42648.47
Western Africa (FAO),,2014,43509.44
Western Africa (FAO),,2015,44054.28
Western Africa (FAO),,2016,44749.52
Western Africa (FAO),,2017,45550.98
Western Africa (FAO),,2018,45052.46
Western Africa (FAO),,2019,45117.65
Western Africa (FAO),,2020,45240.36
Western Africa (FAO),,2021,45136.83
Western Asia (FAO),,1961,840
Western Asia (FAO),,1962,1245
Western Asia (FAO),,1963,1595
Western Asia (FAO),,1964,1595
Western Asia (FAO),,1965,1450
Western Asia (FAO),,1966,2350
Western Asia (FAO),,1967,3550
Western Asia (FAO),,1968,4800
Western Asia (FAO),,1969,5255
Western Asia (FAO),,1970,4155
Western Asia (FAO),,1971,7655
Western Asia (FAO),,1972,11805
Western Asia (FAO),,1973,12400
Western Asia (FAO),,1974,15050
Western Asia (FAO),,1975,17100
Western Asia (FAO),,1976,18555
Western Asia (FAO),,1977,21855
Western Asia (FAO),,1978,24255
Western Asia (FAO),,1979,32955
Western Asia (FAO),,1980,32058
Western Asia (FAO),,1981,8061
Western Asia (FAO),,1982,40191
Western Asia (FAO),,1983,61820
Western Asia (FAO),,1984,52750
Western Asia (FAO),,1985,77500
Western Asia (FAO),,1986,68500
Western Asia (FAO),,1987,135200
Western Asia (FAO),,1988,36450
Western Asia (FAO),,1989,20850
Western Asia (FAO),,1990,48351
Western Asia (FAO),,1991,53589.13
Western Asia (FAO),,1992,75900.1
Western Asia (FAO),,1993,48503.71
Western Asia (FAO),,1994,50298.25
Western Asia (FAO),,1995,58144
Western Asia (FAO),,1996,77564
Western Asia (FAO),,1997,80828
Western Asia (FAO),,1998,71528
Western Asia (FAO),,1999,63448
Western Asia (FAO),,2000,85754
Western Asia (FAO),,2001,84705
Western Asia (FAO),,2002,100550
Western Asia (FAO),,2003,66038
Western Asia (FAO),,2004,79421
Western Asia (FAO),,2005,92754
Western Asia (FAO),,2006,91527
Western Asia (FAO),,2007,94335
Western Asia (FAO),,2008,61492
Western Asia (FAO),,2009,94632.78
Western Asia (FAO),,2010,81111.84
Western Asia (FAO),,2011,86104.71
Western Asia (FAO),,2012,88354.37
Western Asia (FAO),,2013,91248.53
Western Asia (FAO),,2014,102126.84
Western Asia (FAO),,2015,108632.23
Western Asia (FAO),,2016,123631.57
Western Asia (FAO),,2017,133393.73
Western Asia (FAO),,2018,154332
Western Asia (FAO),,2019,161992.77
Western Asia (FAO),,2020,173007.9
Western Asia (FAO),,2021,195067.11
Western Europe (FAO),,1974,200
Western Europe (FAO),,1975,230
Western Europe (FAO),,1976,220
Western Europe (FAO),,1977,95
Western Europe (FAO),,1978,65
Western Europe (FAO),,1988,300
Western Europe (FAO),,1989,400
Western Europe (FAO),,1990,350
Western Europe (FAO),,1991,74.2
Western Europe (FAO),,1992,75
Western Europe (FAO),,1993,75
Western Europe (FAO),,1994,75
Western Europe (FAO),,1995,75
Western Europe (FAO),,1996,64
Western Europe (FAO),,1997,70
Western Europe (FAO),,1998,70
Western Europe (FAO),,1999,77
Western Europe (FAO),,2000,1498.4
Western Europe (FAO),,2001,1610.6
Western Europe (FAO),,2002,1459
Western Europe (FAO),,2003,939.5
Western Europe (FAO),,2004,1176
Western Europe (FAO),,2005,980
Western Europe (FAO),,2006,995.5
Western Europe (FAO),,2007,957.1
Western Europe (FAO),,2008,1410.76
Western Europe (FAO),,2009,2347
Western Europe (FAO),,2010,1983
Western Europe (FAO),,2011,1256
Western Europe (FAO),,2012,980
Western Europe (FAO),,2013,980
Western Europe (FAO),,2014,957
Western Europe (FAO),,2015,941
Western Europe (FAO),,2016,1925.8
Western Europe (FAO),,2017,2567.8
Western Europe (FAO),,2018,2460
Western Europe (FAO),,2019,2080
Western Europe (FAO),,2020,2040
Western Europe (FAO),,2021,1100
World,OWID_WRL,1961,716353
World,OWID_WRL,1962,747298
World,OWID_WRL,1963,787311
World,OWID_WRL,1964,788522
World,OWID_WRL,1965,857193
World,OWID_WRL,1966,884538
World,OWID_WRL,1967,945039
World,OWID_WRL,1968,960429
World,OWID_WRL,1969,1005431
World,OWID_WRL,1970,1029652
World,OWID_WRL,1971,1086788
World,OWID_WRL,1972,1124014
World,OWID_WRL,1973,1168953
World,OWID_WRL,1974,1180214
World,OWID_WRL,1975,1243263
World,OWID_WRL,1976,1280301
World,OWID_WRL,1977,1347811
World,OWID_WRL,1978,1409040
World,OWID_WRL,1979,1348701
World,OWID_WRL,1980,1577867
World,OWID_WRL,1981,1544663
World,OWID_WRL,1982,1664340
World,OWID_WRL,1983,1676045
World,OWID_WRL,1984,1661983
World,OWID_WRL,1985,1752861
World,OWID_WRL,1986,1961075
World,OWID_WRL,1987,1825023
World,OWID_WRL,1988,1907247
World,OWID_WRL,1989,1676416
World,OWID_WRL,1990,1849931
World,OWID_WRL,1991,2057226.5
World,OWID_WRL,1992,2144055.8
World,OWID_WRL,1993,1976818.2
World,OWID_WRL,1994,2087879
World,OWID_WRL,1995,2137057
World,OWID_WRL,1996,2234936.2
World,OWID_WRL,1997,2199248.2
World,OWID_WRL,1998,2370548
World,OWID_WRL,1999,2467699
World,OWID_WRL,2000,2699840.5
World,OWID_WRL,2001,2755497.5
World,OWID_WRL,2002,2935007
World,OWID_WRL,2003,3111706
World,OWID_WRL,2004,3152734.2
World,OWID_WRL,2005,3339638.5
World,OWID_WRL,2006,3558092.5
World,OWID_WRL,2007,3500897
World,OWID_WRL,2008,3347115
World,OWID_WRL,2009,3810047
World,OWID_WRL,2010,3777540.2
World,OWID_WRL,2011,4066609.8
World,OWID_WRL,2012,4310495.5
World,OWID_WRL,2013,4537128
World,OWID_WRL,2014,5060574
World,OWID_WRL,2015,5401570
World,OWID_WRL,2016,5921848
World,OWID_WRL,2017,6294332
World,OWID_WRL,2018,6791540.5
World,OWID_WRL,2019,7166739
World,OWID_WRL,2020,8104028.5
World,OWID_WRL,2021,8685672
Zimbabwe,ZWE,1990,500
Zimbabwe,ZWE,1991,511.13
Zimbabwe,ZWE,1992,535.99
Zimbabwe,ZWE,1993,561.37
Zimbabwe,ZWE,1994,587.41
Zimbabwe,ZWE,1995,614.2
Zimbabwe,ZWE,1996,636.76
Zimbabwe,ZWE,1997,666.52
Zimbabwe,ZWE,1998,698.3
Zimbabwe,ZWE,1999,700
Zimbabwe,ZWE,2000,791.01
Zimbabwe,ZWE,2001,850
Zimbabwe,ZWE,2002,1000
Zimbabwe,ZWE,2003,1100
Zimbabwe,ZWE,2004,1105.64
Zimbabwe,ZWE,2005,1143.89
Zimbabwe,ZWE,2006,1178.87
Zimbabwe,ZWE,2007,1200.31
Zimbabwe,ZWE,2008,1228.92
Zimbabwe,ZWE,2009,1255.26
Zimbabwe,ZWE,2010,1281.06
Zimbabwe,ZWE,2011,1306.12
Zimbabwe,ZWE,2012,1300
Zimbabwe,ZWE,2013,1300
Zimbabwe,ZWE,2014,1400
Zimbabwe,ZWE,2015,1700
Zimbabwe,ZWE,2016,1800
Zimbabwe,ZWE,2017,3000
Zimbabwe,ZWE,2018,5300
Zimbabwe,ZWE,2019,5300
Zimbabwe,ZWE,2020,5800
Zimbabwe,ZWE,2021,6184.02
