,survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone
630,1,1,male,80,0,0,30,S,First,man,TRUE,A,Southampton,yes,TRUE
631,0,3,male,51,0,0,7.0542,S,Third,man,TRUE,,Southampton,no,TRUE
632,1,1,male,32,0,0,30.5,C,First,man,TRUE,B,Cherbourg,yes,TRUE
633,0,1,male,,0,0,0,S,First,man,TRUE,,Southampton,no,TRUE
634,0,3,female,9,3,2,27.9,S,Third,child,FALSE,,Southampton,no,FALSE
635,1,2,female,28,0,0,13,S,Second,woman,FALSE,,Southampton,yes,TRUE
636,0,3,male,32,0,0,7.925,S,Third,man,TRUE,,Southampton,no,TRUE
637,0,2,male,31,1,1,26.25,S,Second,man,TRUE,,Southampton,no,FALSE
638,0,3,female,41,0,5,39.6875,S,Third,woman,FALSE,,Southampton,no,FALSE
639,0,3,male,,1,0,16.1,S,Third,man,TRUE,,Southampton,no,FALSE
640,0,3,male,20,0,0,7.8542,S,Third,man,TRUE,,Southampton,no,TRUE
641,1,1,female,24,0,0,69.3,C,First,woman,FALSE,B,Cherbourg,yes,TRUE
642,0,3,female,2,3,2,27.9,S,Third,child,FALSE,,Southampton,no,FALSE
643,1,3,male,,0,0,56.4958,S,Third,man,TRUE,,Southampton,yes,TRUE
644,1,3,female,0.75,2,1,19.2583,C,Third,child,FALSE,,Cherbourg,yes,FALSE
645,1,1,male,48,1,0,76.7292,C,First,man,TRUE,D,Cherbourg,yes,FALSE
646,0,3,male,19,0,0,7.8958,S,Third,man,TRUE,,Southampton,no,TRUE
647,1,1,male,56,0,0,35.5,C,First,man,TRUE,A,Cherbourg,yes,TRUE
648,0,3,male,,0,0,7.55,S,Third,man,TRUE,,Southampton,no,TRUE
649,1,3,female,23,0,0,7.55,S,Third,woman,FALSE,,Southampton,yes,TRUE
650,0,3,male,,0,0,7.8958,S,Third,man,TRUE,,Southampton,no,TRUE
651,1,2,female,18,0,1,23,S,Second,woman,FALSE,,Southampton,yes,FALSE
652,0,3,male,21,0,0,8.4333,S,Third,man,TRUE,,Southampton,no,TRUE
653,1,3,female,,0,0,7.8292,Q,Third,woman,FALSE,,Queenstown,yes,TRUE
654,0,3,female,18,0,0,6.75,Q,Third,woman,FALSE,,Queenstown,no,TRUE
655,0,2,male,24,2,0,73.5,S,Second,man,TRUE,,Southampton,no,FALSE
656,0,3,male,,0,0,7.8958,S,Third,man,TRUE,,Southampton,no,TRUE
657,0,3,female,32,1,1,15.5,Q,Third,woman,FALSE,,Queenstown,no,FALSE
658,0,2,male,23,0,0,13,S,Second,man,TRUE,,Southampton,no,TRUE
659,0,1,male,58,0,2,113.275,C,First,man,TRUE,D,Cherbourg,no,FALSE
660,1,1,male,50,2,0,133.65,S,First,man,TRUE,,Southampton,yes,FALSE
661,0,3,male,40,0,0,7.225,C,Third,man,TRUE,,Cherbourg,no,TRUE
662,0,1,male,47,0,0,25.5875,S,First,man,TRUE,E,Southampton,no,TRUE
663,0,3,male,36,0,0,7.4958,S,Third,man,TRUE,,Southampton,no,TRUE
664,1,3,male,20,1,0,7.925,S,Third,man,TRUE,,Southampton,yes,FALSE
665,0,2,male,32,2,0,73.5,S,Second,man,TRUE,,Southampton,no,FALSE
666,0,2,male,25,0,0,13,S,Second,man,TRUE,,Southampton,no,TRUE
667,0,3,male,,0,0,7.775,S,Third,man,TRUE,,Southampton,no,TRUE
668,0,3,male,43,0,0,8.05,S,Third,man,TRUE,,Southampton,no,TRUE
669,1,1,female,,1,0,52,S,First,woman,FALSE,C,Southampton,yes,FALSE
670,1,2,female,40,1,1,39,S,Second,woman,FALSE,,Southampton,yes,FALSE
671,0,1,male,31,1,0,52,S,First,man,TRUE,B,Southampton,no,FALSE
672,0,2,male,70,0,0,10.5,S,Second,man,TRUE,,Southampton,no,TRUE
673,1,2,male,31,0,0,13,S,Second,man,TRUE,,Southampton,yes,TRUE
674,0,2,male,,0,0,0,S,Second,man,TRUE,,Southampton,no,TRUE
675,0,3,male,18,0,0,7.775,S,Third,man,TRUE,,Southampton,no,TRUE
676,0,3,male,24.5,0,0,8.05,S,Third,man,TRUE,,Southampton,no,TRUE
677,1,3,female,18,0,0,9.8417,S,Third,woman,FALSE,,Southampton,yes,TRUE
678,0,3,female,43,1,6,46.9,S,Third,woman,FALSE,,Southampton,no,FALSE
679,1,1,male,36,0,1,512.3292,C,First,man,TRUE,B,Cherbourg,yes,FALSE
680,0,3,female,,0,0,8.1375,Q,Third,woman,FALSE,,Queenstown,no,TRUE
681,1,1,male,27,0,0,76.7292,C,First,man,TRUE,D,Cherbourg,yes,TRUE
682,0,3,male,20,0,0,9.225,S,Third,man,TRUE,,Southampton,no,TRUE
683,0,3,male,14,5,2,46.9,S,Third,child,FALSE,,Southampton,no,FALSE
684,0,2,male,60,1,1,39,S,Second,man,TRUE,,Southampton,no,FALSE
685,0,2,male,25,1,2,41.5792,C,Second,man,TRUE,,Cherbourg,no,FALSE
686,0,3,male,14,4,1,39.6875,S,Third,child,FALSE,,Southampton,no,FALSE
687,0,3,male,19,0,0,10.1708,S,Third,man,TRUE,,Southampton,no,TRUE
688,0,3,male,18,0,0,7.7958,S,Third,man,TRUE,,Southampton,no,TRUE
689,1,1,female,15,0,1,211.3375,S,First,child,FALSE,B,Southampton,yes,FALSE
690,1,1,male,31,1,0,57,S,First,man,TRUE,B,Southampton,yes,FALSE
691,1,3,female,4,0,1,13.4167,C,Third,child,FALSE,,Cherbourg,yes,FALSE
692,1,3,male,,0,0,56.4958,S,Third,man,TRUE,,Southampton,yes,TRUE
693,0,3,male,25,0,0,7.225,C,Third,man,TRUE,,Cherbourg,no,TRUE
694,0,1,male,60,0,0,26.55,S,First,man,TRUE,,Southampton,no,TRUE
695,0,2,male,52,0,0,13.5,S,Second,man,TRUE,,Southampton,no,TRUE
696,0,3,male,44,0,0,8.05,S,Third,man,TRUE,,Southampton,no,TRUE
697,1,3,female,,0,0,7.7333,Q,Third,woman,FALSE,,Queenstown,yes,TRUE
698,0,1,male,49,1,1,110.8833,C,First,man,TRUE,C,Cherbourg,no,FALSE
699,0,3,male,42,0,0,7.65,S,Third,man,TRUE,F,Southampton,no,TRUE
700,1,1,female,18,1,0,227.525,C,First,woman,FALSE,C,Cherbourg,yes,FALSE
701,1,1,male,35,0,0,26.2875,S,First,man,TRUE,E,Southampton,yes,TRUE
702,0,3,female,18,0,1,14.4542,C,Third,woman,FALSE,,Cherbourg,no,FALSE
703,0,3,male,25,0,0,7.7417,Q,Third,man,TRUE,,Queenstown,no,TRUE
704,0,3,male,26,1,0,7.8542,S,Third,man,TRUE,,Southampton,no,FALSE
705,0,2,male,39,0,0,26,S,Second,man,TRUE,,Southampton,no,TRUE
706,1,2,female,45,0,0,13.5,S,Second,woman,FALSE,,Southampton,yes,TRUE
707,1,1,male,42,0,0,26.2875,S,First,man,TRUE,E,Southampton,yes,TRUE
708,1,1,female,22,0,0,151.55,S,First,woman,FALSE,,Southampton,yes,TRUE
709,1,3,male,,1,1,15.2458,C,Third,man,TRUE,,Cherbourg,yes,FALSE
710,1,1,female,24,0,0,49.5042,C,First,woman,FALSE,C,Cherbourg,yes,TRUE
711,0,1,male,,0,0,26.55,S,First,man,TRUE,C,Southampton,no,TRUE
712,1,1,male,48,1,0,52,S,First,man,TRUE,C,Southampton,yes,FALSE
713,0,3,male,29,0,0,9.4833,S,Third,man,TRUE,,Southampton,no,TRUE
714,0,2,male,52,0,0,13,S,Second,man,TRUE,,Southampton,no,TRUE
715,0,3,male,19,0,0,7.65,S,Third,man,TRUE,F,Southampton,no,TRUE
716,1,1,female,38,0,0,227.525,C,First,woman,FALSE,C,Cherbourg,yes,TRUE
717,1,2,female,27,0,0,10.5,S,Second,woman,FALSE,E,Southampton,yes,TRUE
718,0,3,male,,0,0,15.5,Q,Third,man,TRUE,,Queenstown,no,TRUE
719,0,3,male,33,0,0,7.775,S,Third,man,TRUE,,Southampton,no,TRUE
720,1,2,female,6,0,1,33,S,Second,child,FALSE,,Southampton,yes,FALSE
721,0,3,male,17,1,0,7.0542,S,Third,man,TRUE,,Southampton,no,FALSE
722,0,2,male,34,0,0,13,S,Second,man,TRUE,,Southampton,no,TRUE
723,0,2,male,50,0,0,13,S,Second,man,TRUE,,Southampton,no,TRUE
724,1,1,male,27,1,0,53.1,S,First,man,TRUE,E,Southampton,yes,FALSE
725,0,3,male,20,0,0,8.6625,S,Third,man,TRUE,,Southampton,no,TRUE
726,1,2,female,30,3,0,21,S,Second,woman,FALSE,,Southampton,yes,FALSE
727,1,3,female,,0,0,7.7375,Q,Third,woman,FALSE,,Queenstown,yes,TRUE
728,0,2,male,25,1,0,26,S,Second,man,TRUE,,Southampton,no,FALSE
729,0,3,female,25,1,0,7.925,S,Third,woman,FALSE,,Southampton,no,FALSE
730,1,1,female,29,0,0,211.3375,S,First,woman,FALSE,B,Southampton,yes,TRUE
731,0,3,male,11,0,0,18.7875,C,Third,child,FALSE,,Cherbourg,no,TRUE
732,0,2,male,,0,0,0,S,Second,man,TRUE,,Southampton,no,TRUE
733,0,2,male,23,0,0,13,S,Second,man,TRUE,,Southampton,no,TRUE
734,0,2,male,23,0,0,13,S,Second,man,TRUE,,Southampton,no,TRUE
735,0,3,male,28.5,0,0,16.1,S,Third,man,TRUE,,Southampton,no,TRUE
736,0,3,female,48,1,3,34.375,S,Third,woman,FALSE,,Southampton,no,FALSE
737,1,1,male,35,0,0,512.3292,C,First,man,TRUE,B,Cherbourg,yes,TRUE
738,0,3,male,,0,0,7.8958,S,Third,man,TRUE,,Southampton,no,TRUE
739,0,3,male,,0,0,7.8958,S,Third,man,TRUE,,Southampton,no,TRUE
740,1,1,male,,0,0,30,S,First,man,TRUE,D,Southampton,yes,TRUE
741,0,1,male,36,1,0,78.85,S,First,man,TRUE,C,Southampton,no,FALSE
742,1,1,female,21,2,2,262.375,C,First,woman,FALSE,B,Cherbourg,yes,FALSE
743,0,3,male,24,1,0,16.1,S,Third,man,TRUE,,Southampton,no,FALSE
744,1,3,male,31,0,0,7.925,S,Third,man,TRUE,,Southampton,yes,TRUE
745,0,1,male,70,1,1,71,S,First,man,TRUE,B,Southampton,no,FALSE
746,0,3,male,16,1,1,20.25,S,Third,man,TRUE,,Southampton,no,FALSE
747,1,2,female,30,0,0,13,S,Second,woman,FALSE,,Southampton,yes,TRUE
748,0,1,male,19,1,0,53.1,S,First,man,TRUE,D,Southampton,no,FALSE
749,0,3,male,31,0,0,7.75,Q,Third,man,TRUE,,Queenstown,no,TRUE
750,1,2,female,4,1,1,23,S,Second,child,FALSE,,Southampton,yes,FALSE
751,1,3,male,6,0,1,12.475,S,Third,child,FALSE,E,Southampton,yes,FALSE
752,0,3,male,33,0,0,9.5,S,Third,man,TRUE,,Southampton,no,TRUE
753,0,3,male,23,0,0,7.8958,S,Third,man,TRUE,,Southampton,no,TRUE
754,1,2,female,48,1,2,65,S,Second,woman,FALSE,,Southampton,yes,FALSE
755,1,2,male,0.67,1,1,14.5,S,Second,child,FALSE,,Southampton,yes,FALSE
756,0,3,male,28,0,0,7.7958,S,Third,man,TRUE,,Southampton,no,TRUE
757,0,2,male,18,0,0,11.5,S,Second,man,TRUE,,Southampton,no,TRUE
758,0,3,male,34,0,0,8.05,S,Third,man,TRUE,,Southampton,no,TRUE
759,1,1,female,33,0,0,86.5,S,First,woman,FALSE,B,Southampton,yes,TRUE
760,0,3,male,,0,0,14.5,S,Third,man,TRUE,,Southampton,no,TRUE
761,0,3,male,41,0,0,7.125,S,Third,man,TRUE,,Southampton,no,TRUE
762,1,3,male,20,0,0,7.2292,C,Third,man,TRUE,,Cherbourg,yes,TRUE
763,1,1,female,36,1,2,120,S,First,woman,FALSE,B,Southampton,yes,FALSE
764,0,3,male,16,0,0,7.775,S,Third,man,TRUE,,Southampton,no,TRUE
765,1,1,female,51,1,0,77.9583,S,First,woman,FALSE,D,Southampton,yes,FALSE
766,0,1,male,,0,0,39.6,C,First,man,TRUE,,Cherbourg,no,TRUE
767,0,3,female,30.5,0,0,7.75,Q,Third,woman,FALSE,,Queenstown,no,TRUE
768,0,3,male,,1,0,24.15,Q,Third,man,TRUE,,Queenstown,no,FALSE
769,0,3,male,32,0,0,8.3625,S,Third,man,TRUE,,Southampton,no,TRUE
770,0,3,male,24,0,0,9.5,S,Third,man,TRUE,,Southampton,no,TRUE
771,0,3,male,48,0,0,7.8542,S,Third,man,TRUE,,Southampton,no,TRUE
772,0,2,female,57,0,0,10.5,S,Second,woman,FALSE,E,Southampton,no,TRUE
773,0,3,male,,0,0,7.225,C,Third,man,TRUE,,Cherbourg,no,TRUE
774,1,2,female,54,1,3,23,S,Second,woman,FALSE,,Southampton,yes,FALSE
775,0,3,male,18,0,0,7.75,S,Third,man,TRUE,,Southampton,no,TRUE
776,0,3,male,,0,0,7.75,Q,Third,man,TRUE,F,Queenstown,no,TRUE
777,1,3,female,5,0,0,12.475,S,Third,child,FALSE,,Southampton,yes,TRUE
778,0,3,male,,0,0,7.7375,Q,Third,man,TRUE,,Queenstown,no,TRUE
779,1,1,female,43,0,1,211.3375,S,First,woman,FALSE,B,Southampton,yes,FALSE
780,1,3,female,13,0,0,7.2292,C,Third,child,FALSE,,Cherbourg,yes,TRUE
781,1,1,female,17,1,0,57,S,First,woman,FALSE,B,Southampton,yes,FALSE
782,0,1,male,29,0,0,30,S,First,man,TRUE,D,Southampton,no,TRUE
783,0,3,male,,1,2,23.45,S,Third,man,TRUE,,Southampton,no,FALSE
784,0,3,male,25,0,0,7.05,S,Third,man,TRUE,,Southampton,no,TRUE
785,0,3,male,25,0,0,7.25,S,Third,man,TRUE,,Southampton,no,TRUE
786,1,3,female,18,0,0,7.4958,S,Third,woman,FALSE,,Southampton,yes,TRUE
787,0,3,male,8,4,1,29.125,Q,Third,child,FALSE,,Queenstown,no,FALSE
788,1,3,male,1,1,2,20.575,S,Third,child,FALSE,,Southampton,yes,FALSE
789,0,1,male,46,0,0,79.2,C,First,man,TRUE,B,Cherbourg,no,TRUE
790,0,3,male,,0,0,7.75,Q,Third,man,TRUE,,Queenstown,no,TRUE
791,0,2,male,16,0,0,26,S,Second,man,TRUE,,Southampton,no,TRUE
792,0,3,female,,8,2,69.55,S,Third,woman,FALSE,,Southampton,no,FALSE
793,0,1,male,,0,0,30.6958,C,First,man,TRUE,,Cherbourg,no,TRUE
794,0,3,male,25,0,0,7.8958,S,Third,man,TRUE,,Southampton,no,TRUE
795,0,2,male,39,0,0,13,S,Second,man,TRUE,,Southampton,no,TRUE
796,1,1,female,49,0,0,25.9292,S,First,woman,FALSE,D,Southampton,yes,TRUE
797,1,3,female,31,0,0,8.6833,S,Third,woman,FALSE,,Southampton,yes,TRUE
798,0,3,male,30,0,0,7.2292,C,Third,man,TRUE,,Cherbourg,no,TRUE
799,0,3,female,30,1,1,24.15,S,Third,woman,FALSE,,Southampton,no,FALSE
800,0,2,male,34,0,0,13,S,Second,man,TRUE,,Southampton,no,TRUE
801,1,2,female,31,1,1,26.25,S,Second,woman,FALSE,,Southampton,yes,FALSE
802,1,1,male,11,1,2,120,S,First,child,FALSE,B,Southampton,yes,FALSE
803,1,3,male,0.42,0,1,8.5167,C,Third,child,FALSE,,Cherbourg,yes,FALSE
804,1,3,male,27,0,0,6.975,S,Third,man,TRUE,,Southampton,yes,TRUE
805,0,3,male,31,0,0,7.775,S,Third,man,TRUE,,Southampton,no,TRUE
806,0,1,male,39,0,0,0,S,First,man,TRUE,A,Southampton,no,TRUE
807,0,3,female,18,0,0,7.775,S,Third,woman,FALSE,,Southampton,no,TRUE
808,0,2,male,39,0,0,13,S,Second,man,TRUE,,Southampton,no,TRUE
809,1,1,female,33,1,0,53.1,S,First,woman,FALSE,E,Southampton,yes,FALSE
810,0,3,male,26,0,0,7.8875,S,Third,man,TRUE,,Southampton,no,TRUE
811,0,3,male,39,0,0,24.15,S,Third,man,TRUE,,Southampton,no,TRUE
812,0,2,male,35,0,0,10.5,S,Second,man,TRUE,,Southampton,no,TRUE
813,0,3,female,6,4,2,31.275,S,Third,child,FALSE,,Southampton,no,FALSE
814,0,3,male,30.5,0,0,8.05,S,Third,man,TRUE,,Southampton,no,TRUE
815,0,1,male,,0,0,0,S,First,man,TRUE,B,Southampton,no,TRUE
816,0,3,female,23,0,0,7.925,S,Third,woman,FALSE,,Southampton,no,TRUE
817,0,2,male,31,1,1,37.0042,C,Second,man,TRUE,,Cherbourg,no,FALSE
818,0,3,male,43,0,0,6.45,S,Third,man,TRUE,,Southampton,no,TRUE
819,0,3,male,10,3,2,27.9,S,Third,child,FALSE,,Southampton,no,FALSE
820,1,1,female,52,1,1,93.5,S,First,woman,FALSE,B,Southampton,yes,FALSE
821,1,3,male,27,0,0,8.6625,S,Third,man,TRUE,,Southampton,yes,TRUE
822,0,1,male,38,0,0,0,S,First,man,TRUE,,Southampton,no,TRUE
823,1,3,female,27,0,1,12.475,S,Third,woman,FALSE,E,Southampton,yes,FALSE
824,0,3,male,2,4,1,39.6875,S,Third,child,FALSE,,Southampton,no,FALSE
825,0,3,male,,0,0,6.95,Q,Third,man,TRUE,,Queenstown,no,TRUE
826,0,3,male,,0,0,56.4958,S,Third,man,TRUE,,Southampton,no,TRUE
827,1,2,male,1,0,2,37.0042,C,Second,child,FALSE,,Cherbourg,yes,FALSE
828,1,3,male,,0,0,7.75,Q,Third,man,TRUE,,Queenstown,yes,TRUE
829,1,1,female,62,0,0,80,,First,woman,FALSE,B,,yes,TRUE
830,1,3,female,15,1,0,14.4542,C,Third,child,FALSE,,Cherbourg,yes,FALSE
831,1,2,male,0.83,1,1,18.75,S,Second,child,FALSE,,Southampton,yes,FALSE
832,0,3,male,,0,0,7.2292,C,Third,man,TRUE,,Cherbourg,no,TRUE
833,0,3,male,23,0,0,7.8542,S,Third,man,TRUE,,Southampton,no,TRUE
834,0,3,male,18,0,0,8.3,S,Third,man,TRUE,,Southampton,no,TRUE
835,1,1,female,39,1,1,83.1583,C,First,woman,FALSE,E,Cherbourg,yes,FALSE
836,0,3,male,21,0,0,8.6625,S,Third,man,TRUE,,Southampton,no,TRUE
837,0,3,male,,0,0,8.05,S,Third,man,TRUE,,Southampton,no,TRUE
838,1,3,male,32,0,0,56.4958,S,Third,man,TRUE,,Southampton,yes,TRUE
839,1,1,male,,0,0,29.7,C,First,man,TRUE,C,Cherbourg,yes,TRUE
840,0,3,male,20,0,0,7.925,S,Third,man,TRUE,,Southampton,no,TRUE
841,0,2,male,16,0,0,10.5,S,Second,man,TRUE,,Southampton,no,TRUE
842,1,1,female,30,0,0,31,C,First,woman,FALSE,,Cherbourg,yes,TRUE
843,0,3,male,34.5,0,0,6.4375,C,Third,man,TRUE,,Cherbourg,no,TRUE
844,0,3,male,17,0,0,8.6625,S,Third,man,TRUE,,Southampton,no,TRUE
845,0,3,male,42,0,0,7.55,S,Third,man,TRUE,,Southampton,no,TRUE
846,0,3,male,,8,2,69.55,S,Third,man,TRUE,,Southampton,no,FALSE
847,0,3,male,35,0,0,7.8958,C,Third,man,TRUE,,Cherbourg,no,TRUE
848,0,2,male,28,0,1,33,S,Second,man,TRUE,,Southampton,no,FALSE
849,1,1,female,,1,0,89.1042,C,First,woman,FALSE,C,Cherbourg,yes,FALSE
850,0,3,male,4,4,2,31.275,S,Third,child,FALSE,,Southampton,no,FALSE
851,0,3,male,74,0,0,7.775,S,Third,man,TRUE,,Southampton,no,TRUE
852,0,3,female,9,1,1,15.2458,C,Third,child,FALSE,,Cherbourg,no,FALSE
853,1,1,female,16,0,1,39.4,S,First,woman,FALSE,D,Southampton,yes,FALSE
854,0,2,female,44,1,0,26,S,Second,woman,FALSE,,Southampton,no,FALSE
855,1,3,female,18,0,1,9.35,S,Third,woman,FALSE,,Southampton,yes,FALSE
856,1,1,female,45,1,1,164.8667,S,First,woman,FALSE,,Southampton,yes,FALSE
857,1,1,male,51,0,0,26.55,S,First,man,TRUE,E,Southampton,yes,TRUE
858,1,3,female,24,0,3,19.2583,C,Third,woman,FALSE,,Cherbourg,yes,FALSE
859,0,3,male,,0,0,7.2292,C,Third,man,TRUE,,Cherbourg,no,TRUE
860,0,3,male,41,2,0,14.1083,S,Third,man,TRUE,,Southampton,no,FALSE
861,0,2,male,21,1,0,11.5,S,Second,man,TRUE,,Southampton,no,FALSE
862,1,1,female,48,0,0,25.9292,S,First,woman,FALSE,D,Southampton,yes,TRUE
863,0,3,female,,8,2,69.55,S,Third,woman,FALSE,,Southampton,no,FALSE
864,0,2,male,24,0,0,13,S,Second,man,TRUE,,Southampton,no,TRUE
865,1,2,female,42,0,0,13,S,Second,woman,FALSE,,Southampton,yes,TRUE
866,1,2,female,27,1,0,13.8583,C,Second,woman,FALSE,,Cherbourg,yes,FALSE
867,0,1,male,31,0,0,50.4958,S,First,man,TRUE,A,Southampton,no,TRUE
868,0,3,male,,0,0,9.5,S,Third,man,TRUE,,Southampton,no,TRUE
869,1,3,male,4,1,1,11.1333,S,Third,child,FALSE,,Southampton,yes,FALSE
870,0,3,male,26,0,0,7.8958,S,Third,man,TRUE,,Southampton,no,TRUE
871,1,1,female,47,1,1,52.5542,S,First,woman,FALSE,D,Southampton,yes,FALSE
872,0,1,male,33,0,0,5,S,First,man,TRUE,B,Southampton,no,TRUE
873,0,3,male,47,0,0,9,S,Third,man,TRUE,,Southampton,no,TRUE
874,1,2,female,28,1,0,24,C,Second,woman,FALSE,,Cherbourg,yes,FALSE
875,1,3,female,15,0,0,7.225,C,Third,child,FALSE,,Cherbourg,yes,TRUE
876,0,3,male,20,0,0,9.8458,S,Third,man,TRUE,,Southampton,no,TRUE
877,0,3,male,19,0,0,7.8958,S,Third,man,TRUE,,Southampton,no,TRUE
878,0,3,male,,0,0,7.8958,S,Third,man,TRUE,,Southampton,no,TRUE
879,1,1,female,56,0,1,83.1583,C,First,woman,FALSE,C,Cherbourg,yes,FALSE
880,1,2,female,25,0,1,26,S,Second,woman,FALSE,,Southampton,yes,FALSE
881,0,3,male,33,0,0,7.8958,S,Third,man,TRUE,,Southampton,no,TRUE
882,0,3,female,22,0,0,10.5167,S,Third,woman,FALSE,,Southampton,no,TRUE
883,0,2,male,28,0,0,10.5,S,Second,man,TRUE,,Southampton,no,TRUE
884,0,3,male,25,0,0,7.05,S,Third,man,TRUE,,Southampton,no,TRUE
885,0,3,female,39,0,5,29.125,Q,Third,woman,FALSE,,Queenstown,no,FALSE
886,0,2,male,27,0,0,13,S,Second,man,TRUE,,Southampton,no,TRUE
887,1,1,female,19,0,0,30,S,First,woman,FALSE,B,Southampton,yes,TRUE
888,0,3,female,,1,2,23.45,S,Third,woman,FALSE,,Southampton,no,FALSE
889,1,1,male,26,0,0,30,C,First,man,TRUE,C,Cherbourg,yes,TRUE
890,0,3,male,32,0,0,7.75,Q,Third,man,TRUE,,Queenstown,no,TRUE
